A1BG	alpha-1-B glycoprotein
RBP5	CRBPIII|retinol binding protein 5, cellular
RBP7	CRBPIV|retinol binding protein 7, cellular
RBPJ	SUH|IGKJRB|RBPJK|KBF2|RBP-J|CBF1|recombination signal binding protein for immunoglobulin kappa J region
RBPJL	RBP-L|SUH|SUHL|recombination signal binding protein for immunoglobulin kappa J region-like
RBPMS	HERMES|RNA binding protein with multiple splicing
RBPMS2	RNA binding protein with multiple splicing 2
RBSN	rabenosyn, RAB effector
RBX1	ROC1|RNF75|BA554C12.1|ring-box 1, E3 ubiquitin protein ligase
RC3H1	KIAA2025|roquin|RP5-1198E17.5|RNF198|ring finger and CCCH-type domains 1
RC3H2	FLJ20301|FLJ20713|RNF164|ring finger and CCCH-type domains 2
RCAN1	regulator of calcineurin 1
RCAN2	ZAKI-4|regulator of calcineurin 2
RCAN3	RCAN family member 3
RCBTB1	FLJ10716|CLLD7|CLLL7|regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1
RCBTB2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2
RCC1	regulator of chromosome condensation 1
RCC2	TD-60|regulator of chromosome condensation 2
RCCD1	MGC14386|RCC1 domain containing 1
RCE1	hRCE1|FACE-2|FACE2|Ras converting CAAX endopeptidase 1
RCHY1	CHIMP|DKFZp586C1620|PRO1996|RNF199|ARNIP|PIRH2|ZCHY|ring finger and CHY zinc finger domain containing 1, E3 ubiquitin protein ligase
RCL1	RPCL1|RNAC|RNA terminal phosphate cyclase-like 1
RCN1	Rcal|PIG20|FLJ37041|reticulocalbin 1, EF-hand calcium binding domain
RCN2	ERC-55|E6BP|ERC55|TCBP49|reticulocalbin 2, EF-hand calcium binding domain
RCN3	RLP49|reticulocalbin 3, EF-hand calcium binding domain
RCOR1	COREST|KIAA0071|REST corepressor 1
RCOR2	REST corepressor 2
RCOR3	FLJ10876|REST corepressor 3
RCSD1	MK2S4|MGC21854|CapZIP|RCSD domain containing 1
RCVRN	recoverin
RD3	LCA12|retinal degeneration 3
RD3L	TDRD9AS1|retinal degeneration 3-like
RDH10	SDR16C4|retinol dehydrogenase 10 (all-trans)
RDH11	MDT1|SDR7C1|ARSDR1|retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
RDH12	FLJ30273|SDR7C2|LCA13|RP53|retinol dehydrogenase 12 (all-trans/9-cis/11-cis)
RDH13	SDR7C3|retinol dehydrogenase 13 (all-trans/9-cis)
RDH14	PAN2|SDR7C4|retinol dehydrogenase 14 (all-trans/9-cis/11-cis)
RDH16	RODH-4|SDR9C8|retinol dehydrogenase 16 (all-trans)
RDH5	HSD17B9|SDR9C5|retinol dehydrogenase 5 (11-cis/9-cis)
RDH8	PRRDH|SDR28C2|retinol dehydrogenase 8 (all-trans)
RDM1	MGC33977|RAD52 motif containing 1
RDX	radixin
REC114	LOC283677|FLJ27520|FLJ36860|FLJ44083|CT147|REC114 meiotic recombination protein
REC8	Rec8p|kleisin-alpha|REC8 meiotic recombination protein
RECK	hRECK|reversion-inducing-cysteine-rich protein with kazal motifs
RECQL	RecQ1|RecQL1|RecQ helicase-like
RECQL4	RecQ4|RecQ helicase-like 4
RECQL5	RecQ5|FLJ90603|RecQ helicase-like 5
REEP1	FLJ13110|SPG31|receptor accessory protein 1
REEP2	SGC32445|SPG72|receptor accessory protein 2
REEP3	receptor accessory protein 3
REEP4	FLJ22246|FLJ22277|PP432|receptor accessory protein 4
REEP5	DP1|TB2|D5S346|receptor accessory protein 5
REEP6	DP1L1|FLJ25383|receptor accessory protein 6
REG1A	PSP|PTP|PSPS|PSPS1|regenerating islet-derived 1 alpha
REG1B	REGL|PSPS2|REGH|REGI-BETA|regenerating islet-derived 1 beta
REG3A	HIP|REG-III|REG3|PBCGF|PAP1|regenerating islet-derived 3 alpha
REG3G	UNQ429|LPPM429|PAP1B|regenerating islet-derived 3 gamma
REG4	REG-IV|RELP|GISP|regenerating islet-derived family, member 4
REL	I-Rel|c-Rel|v-rel avian reticuloendotheliosis viral oncogene homolog
RELA	p65|v-rel avian reticuloendotheliosis viral oncogene homolog A
RELB	REL-B|v-rel avian reticuloendotheliosis viral oncogene homolog B
RELL1	RELT-like 1
RELL2	FLJ90583|RELT-like 2
RELN	RL|PRO1598|reelin
RELT	FLJ14993|RELT tumor necrosis factor receptor
REM1	GES|RAS (RAD and GEM)-like GTP-binding 1
REM2	FLJ38964|RAS (RAD and GEM)-like GTP binding 2
REN	renin
RENBP	RNBP|RBP|renin binding protein
REP15	RAB15EP|RAB15 effector protein
REPIN1	RIP60|AP4|H_DJ0584D14.12|Zfp464|replication initiator 1
REPS1	RALBP1 associated Eps domain containing 1
REPS2	POB1|RALBP1 associated Eps domain containing 2
RER1	retention in endoplasmic reticulum sorting receptor 1
RERE	KIAA0458|ARP|ARG|DNB1|arginine-glutamic acid dipeptide (RE) repeats
RERG	MGC15754|RAS-like, estrogen-regulated, growth inhibitor
RERGL	FLJ22655|RERG/RAS-like
RESP18	regulated endocrine-specific protein 18
REST	NRSF|XBR|RE1-silencing transcription factor
RET	PTC|CDHF12|RET51|CDHR16|ret proto-oncogene
RETN	FIZZ3|ADSF|RETN1|resistin
RETNLB	HXCP2|FIZZ2|RELMb|resistin like beta
RETSAT	FLJ20296|retinol saturase (all-trans-retinol 13,14-reductase)
REV1	REV1, DNA directed polymerase
REV3L	POLZ|REV3|REV3 like, DNA directed polymerase zeta catalytic subunit
REXO1	EloA-BP1|KIAA1138|REX1, RNA exonuclease 1 homolog
REXO2	DKFZP566E144|SFN|CGI-114|RNA exonuclease 2
REXO4	hPMC2|REX4 homolog, 3'-5' exonuclease
RFC1	A1|PO-GA|RFC140|MHCBFB|replication factor C (activator 1) 1, 145kDa
RFC2	A1|RFC40|replication factor C (activator 1) 2, 40kDa
RFC3	RFC38|MGC5276|replication factor C (activator 1) 3, 38kDa
RFC4	A1|RFC37|replication factor C (activator 1) 4, 37kDa
RFC5	RFC36|replication factor C (activator 1) 5, 36.5kDa
RFESD	Rieske (Fe-S) domain containing
RFFL	rififylin|fring|RNF189|RNF34L|ring finger and FYVE-like domain containing E3 ubiquitin protein ligase
RFK	FLJ11149|RIFK|riboflavin kinase
RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
RFPL1	RNF78|ret finger protein-like 1
RFPL2	RNF79|ret finger protein-like 2
RFPL3	ret finger protein-like 3
RFPL4A	RNF210|ret finger protein-like 4A
RFPL4AL1	ret finger protein-like 4A-like 1
RFPL4B	RNF211|ret finger protein-like 4B
RFT1	CDG1N|RFT1 homolog
RFTN1	MIG2|KIAA0084|FLJ23866|Raftlin|raftlin, lipid raft linker 1
RFTN2	FLJ30574|Raftlin-2|raftlin family member 2
RFWD2	FLJ10416|COP1|RNF200|ring finger and WD repeat domain 2, E3 ubiquitin protein ligase
RFWD3	FLJ10520|RNF201|ring finger and WD repeat domain 3
RFX1	EF-C|regulatory factor X, 1 (influences HLA class II expression)
RFX2	FLJ14226|regulatory factor X, 2 (influences HLA class II expression)
RFX3	regulatory factor X, 3 (influences HLA class II expression)
RFX4	regulatory factor X, 4 (influences HLA class II expression)
RFX5	regulatory factor X, 5 (influences HLA class II expression)
RFX6	MGC33442|dJ955L16.1|regulatory factor X, 6
RFX7	FLJ12994|regulatory factor X, 7
RFX8	FLJ42986|RFX family member 8, lacking RFX DNA binding domain
RFXANK	BLS|RFX-B|ANKRA1|F14150_1|MGC138628|regulatory factor X-associated ankyrin-containing protein
RFXAP	regulatory factor X-associated protein
RGAG1	KIAA1318|Mart9|Mar9|retrotransposon gag domain containing 1
RGAG4	KIAA2001|Mar5|Mart5|retrotransposon gag domain containing 4
RGCC	bA157L14.2|RGC-32|RGC32|regulator of cell cycle
RGL1	RGL|ral guanine nucleotide dissociation stimulator-like 1
RGL2	KE1.5|HKE1.5|ral guanine nucleotide dissociation stimulator-like 2
RGL3	FLJ32585|ral guanine nucleotide dissociation stimulator-like 3
RGL4	Rgr|ral guanine nucleotide dissociation stimulator-like 4
RGMA	RGM|RGMa|repulsive guidance molecule family member a
RGMB	FLJ90406|DRAGON|repulsive guidance molecule family member b
RGN	SMP30|RC|regucalcin
RGP1	RGP1 homolog, RAB6A GEF complex partner 1
RGPD1	RGP1|RANBP2-like and GRIP domain containing 1
RGPD2	RGP2|RANBP2L2|RANBP2-like and GRIP domain containing 2
RGPD3	RGP3|RANBP2-like and GRIP domain containing 3
RGPD4	RGP4|DKFZp686P0288|RANBP2-like and GRIP domain containing 4
RGPD5	RGP5|BS-63|DKFZp686I1842|RANBP2-like and GRIP domain containing 5
RGPD6	RGP6|RANBP2-like and GRIP domain containing 6
RGPD8	RanBP2alpha|RANBP2-like and GRIP domain containing 8
RGR	RP44|retinal G protein coupled receptor
RGS1	1R20|IR20|BL34|regulator of G-protein signaling 1
RGS10	regulator of G-protein signaling 10
RGS11	regulator of G-protein signaling 11
RGS12	regulator of G-protein signaling 12
RGS13	regulator of G-protein signaling 13
RGS14	regulator of G-protein signaling 14
RGS16	A28-RGS14|RGS-r|regulator of G-protein signaling 16
RGS17	RGSZ2|RGS-17|regulator of G-protein signaling 17
RGS18	RGS13|regulator of G-protein signaling 18
RGS19	GAIP|RGSGAIP|regulator of G-protein signaling 19
RGS2	regulator of G-protein signaling 2
RGS20	RGSZ1|ZGAP1|regulator of G-protein signaling 20
RGS21	regulator of G-protein signaling 21
RGS22	DKFZP434I092|PRTD-NY2|CT145|regulator of G-protein signaling 22
RGS3	C2PA|FLJ20370|PDZ-RGS3|regulator of G-protein signaling 3
RGS4	regulator of G-protein signaling 4
RGS5	regulator of G-protein signaling 5
RGS6	regulator of G-protein signaling 6
RGS7	regulator of G-protein signaling 7
RGS7BP	R7BP|regulator of G-protein signaling 7 binding protein
RGS8	MGC119067|MGC119068|MGC119069|regulator of G-protein signaling 8
RGS9	PERRS|RGS9L|MGC26458|MGC111763|regulator of G-protein signaling 9
RGS9BP	FLJ45744|PERRS|R9AP|RGS9|regulator of G protein signaling 9 binding protein
RGSL1	regulator of G-protein signaling like 1
RHAG	RH50A|CD241|SLC42A1|Rh-associated glycoprotein
RHBDD1	DKFZp547E052|rhomboid domain containing 1
RHBDD2	NPD007|rhomboid domain containing 2
RHBDD3	PTAG|rhomboid domain containing 3
RHBDF1	EGFR-RS|FLJ2235|Dist1|iRhom1|rhomboid 5 homolog 1 (Drosophila)
RHBDF2	FLJ22341|RHBDL5|TOCG|iRhom2|rhomboid 5 homolog 2 (Drosophila)
RHBDL1	RRP|rhomboid, veinlet-like 1 (Drosophila)
RHBDL2	FLJ20435|rhomboid, veinlet-like 2 (Drosophila)
RHBDL3	VRHO|rhomboid, veinlet-like 3 (Drosophila)
RHBG	SLC42A2|Rh family, B glycoprotein (gene/pseudogene)
RHCE	CD240CE|Rh blood group, CcEe antigens
RHCG	RHGK|PDRC2|SLC42A3|Rh family, C glycoprotein
RHD	Rh30a|Rh4|RhPI|RhII|DIIIc|CD240D|Rh blood group, D antigen
RHEB	Ras homolog enriched in brain
RHEBL1	MGC34869|FLJ25797|Ras homolog enriched in brain like 1
RHNO1	HKMT1188|MGC13204|RHINO|RAD9-HUS1-RAD1 interacting nuclear orphan 1
RHO	OPN2|CSNBAD1|rhodopsin
RHOA	RhoA|Rho12|RHOH12|ras homolog family member A
RHOB	RhoB|RHOH6|MST081|ras homolog family member B
RHOBTB1	KIAA0740|Rho-related BTB domain containing 1
RHOBTB2	KIAA0717|DBC2|Rho-related BTB domain containing 2
RHOBTB3	KIAA0878|Rho-related BTB domain containing 3
RHOC	RhoC|ras homolog family member C
RHOD	RhoHP1|RhoD|Rho|ras homolog family member D
RHOF	FLJ20247|RIF|ras homolog family member F (in filopodia)
RHOG	RhoG|MGC125835|MGC125836|ras homolog family member G
RHOH	RhoH|TTF|ras homolog family member H
RHOJ	FLJ14445|TCL|ras homolog family member J
RHOQ	TC10|ras homolog family member Q
RHOT1	MIRO-1|FLJ11040|ras homolog family member T1
RHOT2	MIRO-2|ras homolog family member T2
RHOU	WRCH-1|DJ646B12.2|FLJ10616|WRCH1|CDC42L1|hG28K|fJ646B12.2|ras homolog family member U
RHOV	Chp|WRCH2|ras homolog family member V
RHOXF1	OTEX|PEPP1|Rhox homeobox family, member 1
RHOXF2	THG1|PEPP-2|PEPP2|CT107|Rhox homeobox family, member 2
RHOXF2B	Rhox homeobox family, member 2B
RHPN1	KIAA1929|RHPN|ODF5|rhophilin, Rho GTPase binding protein 1
RHPN2	rhophilin, Rho GTPase binding protein 2
RIBC1	FLJ32783|RIB43A domain with coiled-coils 1
RIBC2	DKFZp566F0546|FLJ25720|RIB43A domain with coiled-coils 2
RIC1	bA207C16.1|RIC1 homolog, RAB6A GEF complex partner 1
RIC3	FLJ11608|PRO1385|AYST720|RIC3 acetylcholine receptor chaperone
RIC8A	synembryn|synembryn-A|RIC8 guanine nucleotide exchange factor A
RIC8B	FLJ10620|hSyn|RIC8|RIC8 guanine nucleotide exchange factor B
RICTOR	MGC39830|AVO3|PIA|KIAA1999|RPTOR independent companion of MTOR, complex 2
RIF1	FLJ12870|FLJ10599|replication timing regulatory factor 1
RIIAD1	FLJ36032|regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1
RILP	FLJ31193|Rab interacting lysosomal protein
RILPL1	FLJ39378|Rab interacting lysosomal protein-like 1
RILPL2	MGC7036|FLJ30380|FLJ32372|Rab interacting lysosomal protein-like 2
RIMBP2	KIAA0318|RBP2|MGC15831|RIM-BP2|PPP1R133|RIMS binding protein 2
RIMBP3	KIAA1666|RIMBP3.1|RIMBP3A|RIMS binding protein 3
RIMBP3B	RIMS binding protein 3B
RIMBP3C	RIMS binding protein 3C
RIMKLA	MGC47816|RP11-157D18.1|NAAGS-II|ribosomal modification protein rimK-like family member A
RIMKLB	KIAA1238|NAAGS|NAAGS-I|ribosomal modification protein rimK-like family member B
RIMS1	RIM|KIAA0340|RIM1|regulating synaptic membrane exocytosis 1
RIMS2	KIAA0751|RIM2|OBOE|regulating synaptic membrane exocytosis 2
RIMS3	RIM3|NIM3|regulating synaptic membrane exocytosis 3
RIMS4	dJ781B1.3|regulating synaptic membrane exocytosis 4
RIN1	Ras and Rab interactor 1
RIN2	RASSF4|Ras and Rab interactor 2
RIN3	FLJ22439|Ras and Rab interactor 3
RING1	RNF1|ring finger protein 1
RINL	FLJ45909|Ras and Rab interactor-like
RINT1	FLJ11785|RINT-1|RAD50 interactor 1
RIOK1	AD034|FLJ30006|bA288G3.1|RRP10|RIO kinase 1
RIOK2	FLJ11159|RIO kinase 2
RIOK3	RIO kinase 3
RIPK1	RIP|receptor (TNFRSF)-interacting serine-threonine kinase 1
RIPK2	RICK|RIP2|CARDIAK|CARD3|receptor-interacting serine-threonine kinase 2
RIPK3	RIP3|receptor-interacting serine-threonine kinase 3
RIPK4	DIK|ANKK2|RIP4|PKK|receptor-interacting serine-threonine kinase 4
RIPPLY1	ripply transcriptional repressor 1
RIPPLY2	dJ237I15.1|ripply transcriptional repressor 2
RIPPLY3	ripply transcriptional repressor 3
RIT1	RIBB|ROC1|MGC125864|MGC125865|Ras-like without CAAX 1
RIT2	RIBA|Ras-like without CAAX 2
RITA1	FLJ14827|RITA|RBPJ interacting and tubulin associated 1
RLBP1	CRALBP|retinaldehyde binding protein 1
RLF	ZNF292L|Zn-15L|rearranged L-myc fusion
RLIM	NY-REN-43|MGC15161|ring finger protein, LIM domain interacting
RLN1	H1|relaxin 1
RLN2	H2|RLXH2|bA12D24.1.1|bA12D24.1.2|relaxin 2
RLN3	ZINS4|RXN3|H3|relaxin 3
RLTPR	LRRC16C|CARMIL2|RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing
RMDN1	CGI-90|FLJ20665|RMD1|regulator of microtubule dynamics 1
RMDN2	FLJ32954|RMD2|regulator of microtubule dynamics 2
RMDN3	FLJ10579|PTPIP51|RMD3|regulator of microtubule dynamics 3
RMI1	FLJ12888|BLAP75|RecQ mediated genome instability 1
RMI2	MGC24665|BLAP18|RecQ mediated genome instability 2
RMND1	bA351K16.3|FLJ20627|RMD1|required for meiotic nuclear division 1 homolog
RMND5A	FLJ13910|RMD5|GID2|GID2A|p44CTLH|required for meiotic nuclear division 5 homolog A
RMND5B	FLJ22318|GID2|GID2B|required for meiotic nuclear division 5 homolog B
RNASE1	RAC1|ribonuclease, RNase A family, 1 (pancreatic)
RNASE10	RNASE9|RAH1|ribonuclease, RNase A family, 10 (non-active)
RNASE11	RAJ1|ribonuclease, RNase A family, 11 (non-active)
RNASE12	RAI1|ribonuclease, RNase A family, 12 (non-active)
RNASE13	RAL1|ribonuclease, RNase A family, 13 (non-active)
RNASE2	EDN|RAF3|ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)
RNASE3	ECP|RAF1|ribonuclease, RNase A family, 3
RNASE4	RAB1|ribonuclease, RNase A family, 4
RNASE6	RAD1|ribonuclease, RNase A family, k6
RNASE7	RAE1|ribonuclease, RNase A family, 7
RNASE8	RAE2|ribonuclease, RNase A family, 8
RNASE9	h461|RAK1|ribonuclease, RNase A family, 9 (non-active)
RNASEH1	ribonuclease H1
RNASEH2A	RNASEHI|RNHIA|RNHL|AGS4|ribonuclease H2, subunit A
RNASEH2B	FLJ11712|ribonuclease H2, subunit B
RNASEH2C	AYP1|AGS3|ribonuclease H2, subunit C
RNASEK	MGC71993|ribonuclease, RNase K
RNASEL	ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)
RNASET2	RNASE6PL|FLJ10907|bA514O12.3|ribonuclease T2
RND1	Rho6|ARHS|RHOS|Rho family GTPase 1
RND2	Rho7|RhoN|Rho family GTPase 2
RND3	RhoE|Rho8|Rho family GTPase 3
RNF10	KIAA0262|RIE2|ring finger protein 10
RNF103	hkf-1|KF1|ring finger protein 103
RNF11	CGI-123|Sid1669p|MGC51169|ring finger protein 11
RNF111	ARK|Arkadia|FLJ38008|DKFZP761D081|ring finger protein 111
RNF112	BFP|ring finger protein 112
RNF113A	RNF113|Cwc24|ring finger protein 113A
RNF113B	RNF161|ring finger protein 113B
RNF114	PSORS12|ring finger protein 114
RNF115	CL469780|ring finger protein 115
RNF121	FLJ11099|ring finger protein 121
RNF122	FLJ12526|ring finger protein 122
RNF123	FLJ12565|ring finger protein 123
RNF125	FLJ20456|ring finger protein 125, E3 ubiquitin protein ligase
RNF126	FLJ20552|ring finger protein 126
RNF128	FLJ23516|GRAIL|ring finger protein 128, E3 ubiquitin protein ligase
RNF13	RZF|ring finger protein 13
RNF130	GP|G1RZFP|GOLIATH|ring finger protein 130
RNF133	ring finger protein 133
RNF135	MGC13061|ring finger protein 135
RNF138	STRIN|NARF|ring finger protein 138, E3 ubiquitin protein ligase
RNF139	TRC8|RCA1|HRCA1|ring finger protein 139
RNF14	ARA54|HFB30|TRIAD2|ring finger protein 14
RNF141	ZFP26|ZNF230|ring finger protein 141
RNF144A	UBCE7IP4|KIAA0161|ring finger protein 144A
RNF144B	bA528A10.3|ring finger protein 144B
RNF145	FLJ31951|ring finger protein 145
RNF146	DKFZp434O1427|dactylidin|dJ351K20.1|ring finger protein 146
RNF148	MGC35222|ring finger protein 148
RNF149	FLJ90504|ring finger protein 149
RNF150	KIAA1214|ring finger protein 150
RNF151	ring finger protein 151
RNF152	FLJ39176|ring finger protein 152
RNF157	KIAA1917|ring finger protein 157
RNF165	ARKL2|RNF111L2|ring finger protein 165
RNF166	MGC2647|MGC14381|ring finger protein 166
RNF167	DKFZP566H073|ring finger protein 167
RNF168	FLJ35794|ring finger protein 168, E3 ubiquitin protein ligase
RNF169	KIAA1991|ring finger protein 169
RNF17	Mmip-2|SPATA23|FLJ11045|ring finger protein 17
RNF170	DKFZP564A022|ADSA|ring finger protein 170
RNF175	FLJ34190|ring finger protein 175
RNF180	ring finger protein 180
RNF181	HSPC238|ring finger protein 181
RNF182	MGC33993|ring finger protein 182
RNF183	MGC4734|ring finger protein 183
RNF185	FLJ38628|ring finger protein 185
RNF186	FLJ20225|ring finger protein 186
RNF187	ring finger protein 187
RNF19A	dorfin|DKFZp566B1346|ring finger protein 19A, RBR E3 ubiquitin protein ligase
RNF19B	FLJ90005|ring finger protein 19B
RNF2	BAP-1|BAP1|DING|HIPI3|RING1B|RING2|ring finger protein 2
RNF20	FLJ20382|FLJ11189|KAIA2779|BRE1A|hBRE1|BRE1|ring finger protein 20, E3 ubiquitin protein ligase
RNF207	FLJ46380|FLJ32096|ring finger protein 207
RNF208	DKFZP761H1710|ring finger protein 208
RNF212	FLJ38841|ring finger protein 212
RNF212B	ring finger protein 212B
RNF213	KIAA1554|NET57|ring finger protein 213
RNF214	DKFZp547C195|ring finger protein 214
RNF215	ring finger protein 215
RNF216	TRIAD3|UBCE7IP1|ZIN|ring finger protein 216
RNF217	MGC26996|dJ84N20.1|ring finger protein 217
RNF219	FLJ13449|ring finger protein 219
RNF220	FLJ10597|ring finger protein 220
RNF222	ring finger protein 222
RNF223	ring finger protein 223
RNF224	ring finger protein 224
RNF225	ring finger protein 225
RNF24	G1L|ring finger protein 24
RNF25	AO7|FLJ13906|ring finger protein 25
RNF26	MGC2642|ring finger protein 26
RNF31	ZIBRA|FLJ10111|FLJ23501|HOIP|ring finger protein 31
RNF32	FKSG33|HSD15|LMBR2|ring finger protein 32
RNF34	RIFF|FLJ21786|RIF|ring finger protein 34, E3 ubiquitin protein ligase
RNF38	ring finger protein 38
RNF39	HZFw1|LIRF|ring finger protein 39
RNF4	RES4-26|SNURF|SLX5|ring finger protein 4
RNF40	KIAA0661|RBP95|BRE1B|STARING|ring finger protein 40, E3 ubiquitin protein ligase
RNF41	SBBI03|NRDP1|ring finger protein 41, E3 ubiquitin protein ligase
RNF43	FLJ20315|DKFZp781H0392|URCC|ring finger protein 43
RNF44	KIAA1100|ring finger protein 44
RNF5	NG2|G16|RING5|RMA1|ring finger protein 5, E3 ubiquitin protein ligase
RNF6	DKFZp686P0776|ring finger protein (C3H2C3 type) 6
RNF7	SAG|ROC2|CKBBP1|ring finger protein 7
RNF8	KIAA0646|ring finger protein 8, E3 ubiquitin protein ligase
RNFT1	PTD016|ring finger protein, transmembrane 1
RNFT2	FLJ14627|ring finger protein, transmembrane 2
RNGTT	HCE|HCE1|hCAP|RNA guanylyltransferase and 5'-phosphatase
RNH1	RAI|ribonuclease/angiogenin inhibitor 1
RNLS	FLJ11218|renalase|renalase, FAD-dependent amine oxidase
RNMT	RG7MT1|RNA (guanine-7-) methyltransferase
RNMTL1	FLJ10581|HC90|MRM3|RMTL1|RNA methyltransferase like 1
RNPC3	KIAA1839|FLJ20008|RBM40|SNRNP65|RNA binding region (RNP1, RRM) containing 3
RNPEP	arginyl aminopeptidase (aminopeptidase B)
RNPEPL1	arginyl aminopeptidase (aminopeptidase B)-like 1
RNPS1	RNA binding protein S1, serine-rich domain
ROBO1	DUTT1|FLJ21882|SAX3|roundabout guidance receptor 1
ROBO2	KIAA1568|roundabout guidance receptor 2
ROBO3	RBIG1|FLJ21044|HGPS|roundabout guidance receptor 3
ROBO4	FLJ20798|MRB|ECSM4|roundabout guidance receptor 4
ROCK1	p160ROCK|Rho-associated, coiled-coil containing protein kinase 1
ROCK2	Rho-associated, coiled-coil containing protein kinase 2
ROGDI	FLJ22386|rogdi homolog
ROM1	TSPAN23|ROM|retinal outer segment membrane protein 1
ROMO1	bA353C18.2|MTGMP|reactive oxygen species modulator 1
ROPN1	ODF6|ropporin|ROPN1A|CT91|rhophilin associated tail protein 1
ROPN1B	rhophilin associated tail protein 1B
ROPN1L	ASP|FLJ25776|RSPH11|rhophilin associated tail protein 1-like
ROR1	receptor tyrosine kinase-like orphan receptor 1
ROR2	receptor tyrosine kinase-like orphan receptor 2
RORA	RZRA|ROR1|ROR2|ROR3|NR1F1|RAR-related orphan receptor A
RORB	RZRB|NR1F2|ROR-BETA|RAR-related orphan receptor B
RORC	RZRG|RORG|NR1F3|TOR|RAR-related orphan receptor C
ROS1	MCF3|ROS|c-ros-1|ROS proto-oncogene 1 , receptor tyrosine kinase
RP1	DCDC4A|retinitis pigmentosa 1 (autosomal dominant)
RP1L1	DCDC4B|retinitis pigmentosa 1-like 1
RP2	TBCCD2|NME10|NM23-H10|retinitis pigmentosa 2 (X-linked recessive)
RP9	PAP-1|retinitis pigmentosa 9 (autosomal dominant)
RPA1	REPA1|RPA70|HSSB|RF-A|RP-A|replication protein A1, 70kDa
RPA2	replication protein A2, 32kDa
RPA3	REPA3|replication protein A3, 14kDa
RPA4	HSU24186|replication protein A4, 30kDa
RPAIN	MGC4189|RIP|hRIP|RPA interacting protein
RPAP1	DKFZP727M111|KIAA1403|MGC858|FLJ12732|RNA polymerase II associated protein 1
RPAP2	FLJ13150|Rtr1|RNA polymerase II associated protein 2
RPAP3	FLJ21908|spag|RNA polymerase II associated protein 3
RPE	ribulose-5-phosphate-3-epimerase
RPE65	LCA2|rd12|BCO3|retinal pigment epithelium-specific protein 65kDa
RPEL1	ribulose-5-phosphate-3-epimerase-like 1
RPF1	ribosome production factor 1 homolog
