NoCell	NoD@ NA
Total thymocytes, KAP1 KO, H3K9me3 ChIP|T cell progenitors	Bld@ T-Lymphocytes
Total thymocytes, WT, H3K9me3 ChIP|T cell progenitors	Bld@ T-Lymphocytes
Total thymocytes, KAP1 KO, KAP1 ChIP|T cell progenitors	Bld@ T-Lymphocytes
Total thymocytes, WT, KAP1 ChIP|T cell progenitors	Bld@ T-Lymphocytes
Pde6b (rd1/rd1) mutant mice|retina|retina	Oth@ Retina
Pde6b (rd1/rd1) mutant mice|retina|retina|P30	Oth@ Retina
P19.6|RA-treated P19.6_H3K4me2 ChIP-seq|embryonal carcinoma cells	PSC@ P19
P19.6|P19.6_H3K4me2 ChIP-seq|embryonal carcinoma cells	PSC@ P19
P19.6|RA-treated P19.6_Tet1 ChIP-seq|embryonal carcinoma cells	PSC@ P19
P19.6|P19.6_Tet1 ChIP-seq|embryonal carcinoma cells	PSC@ P19
C17.2a|C17.2a neural progenitor cells, RXR ChIP|C17.2 neural progenitor cells stably expressing tagged thyroid hormone receptor alpha	Neu@ C17-2
C17.2b|C17.2b neural progenitor cells, TRb ChAP|C17.2 neural progenitor cells stably expressing tagged thyroid hormone receptor beta	Neu@ C17-2
C17.2a|C17.2a neural progenitor cells, TRa ChAP|C17.2 neural progenitor cells stably expressing tagged thyroid hormone receptor alpha	Neu@ C17-2
C57BL/6|TAP-tagged HDAC2 in Myoblasts|Myoblasts|skeletal muscle	Myo@ Myoblasts
C57BL/6|TAP-tagged HDAC1 in Myoblasts|Myoblasts|skeletal muscle	Myo@ Myoblasts
C57BL/6|TAP-tagged E47 in 2d differentiating Myoblasts|Myoblasts|skeletal muscle	Myo@ Myoblasts
C57BL/6|Empty Vector control, Myoblast (for Snai1)|Myoblasts|skeletal muscle	Myo@ Myoblasts
C57BL/6|TAP-tagged Snai1 in Myoblasts|Myoblasts|skeletal muscle	Myo@ Myoblasts
pre-B cell line B3|Input data from HA-Ikaros transduced B3 cells	Bld@ B3
Ainv15 (ATCC SCRC-1029) with Dox-inducible Isl1-V5 construct|Isl1 induced cells (Day4 iI differentiation)	PSC@ mESCs, differentiated
AtT-20|AtT-20 corticotroph cells treated with GR (Dex)|pituitary corticotroph cell	Neu@ Corticotrophs
AtT-20|AtT-20 corticotroph cells treated with GR (Dex+LIF)|pituitary corticotroph cell	Neu@ Corticotrophs
AtT-20|AtT-20 corticotroph cells treated with Stat3 (Dex+LIF)|pituitary corticotroph cell	Neu@ Corticotrophs
AtT-20|AtT-20 corticotroph cells treated with Stat3 (LIF)|pituitary corticotroph cell	Neu@ Corticotrophs
AtT-20|AtT-20 corticotroph cells treated with Control IgG|pituitary corticotroph cell	Neu@ Corticotrophs
C2C12|C2C12_GFP, GFP ChIP	Myo@ C2C12
C2C12|C2C12_NICDGFP, GFP ChIP	Myo@ C2C12
C2C12|C2C12_GFP, RBP-J 1F1 ChIP	Myo@ C2C12
C2C12|C2C12_NICDGFP, RBP-J 1F1 ChIP	Myo@ C2C12
C2C12|C2C12, DAPT 24h, p300 ChIP	Myo@ C2C12
C2C12|C2C12, Delta 24h, p300 ChIP	Myo@ C2C12
C2C12|C2C12, DAPT 6h, p300 ChIP	Myo@ C2C12
C2C12|C2C12, Delta 6h, p300 ChIP	Myo@ C2C12
C2C12|C2C12, DAPT 6h, RBP-J ChIP	Myo@ C2C12
C2C12|C2C12, Delta 6h, RBP-J ChIP	Myo@ C2C12
C2C12|C2C12, Delta 6h, ChIP input	Myo@ C2C12
129/C57BL/6|Mouse embryonic day 11.5 (e11.5) neural tube, control|tube	Emb@ Neural tube
129/C57BL/6|Mouse embryonic day 11.5 (e11.5) neural tube, FLAG-ChIP|tube	Emb@ Neural tube
129/C57BL/6|Mouse embryonic day 11.5 (e11.5) limb, control|limb	Emb@ Embryonic limb
129/C57BL/6|Mouse embryonic day 11.5 (e11.5) limb, FLAG-ChIP|limb	Emb@ Embryonic limb
129/C57BL/6|Mouse embryonic day 11.5 (e11.5) forebrain, control|forebrain	Emb@ Embryonic brains
129/C57BL/6|Mouse embryonic day 11.5 (e11.5) forebrain, FLAG-ChIP|forebrain	Emb@ Embryonic brains
129/C57BL/6|Mouse embryonic day 11.5 (e11.5) face, FLAG-ChIP|face	Emb@ Embryonic face
CD1|Embryonic day 12.5 vertebral column pulled down with IgG|E12.5 vertebral column and limb	Emb@ Neural tube
CD1|Embryonic day 12.5 vertebral column|E12.5 vertebral column and limb	Emb@ Neural tube
CD1|Embryonic day 12.5 vertebral column of wild type mice|E12.5 vertebral column	Emb@ Neural tube
CD1|Embryonic day 12.5 vertebral column|E12.5 vertebral column	Emb@ Neural tube
C57BL/6|Bone marrow cells_flagCbx8_flagChIP|hematopoietic stem/progenitor cells	Bld@ Hematopoietic Stem Cells
C57BL/6|Bone marrow cells_flagCbx7_flagChIP|hematopoietic stem/progenitor cells	Bld@ Hematopoietic Stem Cells
C57BL/6|Bone marrow cells_empty vector_flagChIP|hematopoietic stem/progenitor cells	Bld@ Hematopoietic Stem Cells
C57BL/6|Bone Marrow_H3K4me3|Bone Marrow	Bld@ Bone Marrow Cells
C57BL/6|Bone Marrow_OGlcNAc|Bone Marrow	Bld@ Bone Marrow Cells
C57BL/6|Bone Marrow_Tet2|Bone Marrow	Bld@ Bone Marrow Cells
Chromatin IP against Brg1|V6.5 embryonic stem cells	PSC@ Embryonic Stem Cells
Chromatin IP against H3K9,K14Ac|V6.5 embryonic stem cells	PSC@ Embryonic Stem Cells
Chromatin IP against SA1|V6.5 embryonic stem cells	PSC@ Embryonic Stem Cells
Chromatin IP against SA2|V6.5 embryonic stem cells	PSC@ Embryonic Stem Cells
Cast/Eij /129/Sv|V5-tagged REX1_ESCs|Embryonic stem cell (ESC)	PSC@ Embryonic Stem Cells
Cast/Eij /129/Sv|WT_ESCs|Embryonic stem cell (ESC)	PSC@ Embryonic Stem Cells
ZHBTc4 F-Oct4|ZHBTc4 F-Oct4_alpha-Oct4-SWGA|embryonic stem cell	PSC@ Embryonic Stem Cells
ZHBTc4 F-Oct4|ZHBTc4 F-Oct4_input_IgG_control|embryonic stem cell	PSC@ Embryonic Stem Cells
C57BL/6|Homogenized mouse liver, Rev-erb(alpha) KO, 5pm/ZT10, Rev-erb(alpha) ChIP|liver	Liv@ Liver
C57BL/6|Homogenized mouse liver, WT, 5am/ZT22, Rev-erb(beta) ChIP|liver	Liv@ Liver
C57BL/6|Homogenized mouse liver, WT, 5pm/ZT10, Rev-erb(beta) ChIP|liver	Liv@ Liver
129-M2rtTA|HPC H3K4me2 ChIPseq|mouse hematopoietic progenitor cells	Bld@ Hematopoietic Stem Cells
129-M2rtTA|MEF H3K4me2 ChIPseq|mouse embryonic fibroblast	EmF@ MEF
129|ESC H3K4me2 ChIPseq|embryonic stem cells	PSC@ Embryonic Stem Cells
129-M2rtTA|HPC H3K4me3 ChIPseq|mouse hematopoietic progenitor cells	Bld@ Hematopoietic Stem Cells
129-M2rtTA|MEF H3K4me3 ChIPseq|mouse embryonic fibroblast	EmF@ MEF
129|ESC H3K4me3 ChIPseq|embryonic stem cells	PSC@ Embryonic Stem Cells
129-M2rtTA|HPC H3K27me3 ChIPseq|mouse hematopoietic progenitor cells	Bld@ Hematopoietic Stem Cells
129-M2rtTA|MEF H3K27me3 ChIPseq|mouse embryonic fibroblast	EmF@ MEF
129|ESC H3K27me3 ChIPseq|embryonic stem cells	PSC@ Embryonic Stem Cells
129-M2rtTA|MEF input DNA|mouse embryonic fibroblast	EmF@ MEF
129|ESC input DNA|embryonic stem cells	PSC@ Embryonic Stem Cells
Unstimulated macrophages, Foxo3 knockout, H4Ac ChIP|unstimulated bone marrow macrophages	Bld@ Macrophages
Unstimulated macrophages, wildtype, H4Ac ChIP|unstimulated bone marrow macrophages	Bld@ Macrophages
Unstimulated macrophages, wildtype, Foxo3a ChIP|unstimulated bone marrow macrophages	Bld@ Macrophages
NIH-3T3|NIH-3T3_Input control|Mouse embryonic fibroblast cell	EmF@ NIH/3T3
NIH-3T3|NIH-3T3_CTCF_ChIPSeq|Mouse embryonic fibroblast cell	EmF@ NIH/3T3
NIH-3T3|NIH-3T3_H3K27me3_ChIPSeq|Mouse embryonic fibroblast cell	EmF@ NIH/3T3
NIH-3T3|NIH-3T3_H3K36me3_ChIPSeq|Mouse embryonic fibroblast cell	EmF@ NIH/3T3
NIH-3T3|NIH-3T3_H3K4me3_ChIPSeq|Mouse embryonic fibroblast cell	EmF@ NIH/3T3
Recombinant inbred B6 x 129|Nkx3-1_KO_ChIP-Seq|whole prostate	Prs@ Prostate
C57BL/6 x 129 Sv|input DNA|Mouse Embryonic Fibroblasts (MEF)|E12.5	EmF@ MEF
3T3-L1|3T3-L1 differentiated HighIns	EmF@ 3T3-L1
3T3-L1|3T3-L1 differentiated Control2	EmF@ 3T3-L1
3T3-L1|3T3-L1 differentiated Dex	EmF@ 3T3-L1
3T3-L1|3T3-L1 differentiated Hypoxia	EmF@ 3T3-L1
3T3-L1|3T3-L1 differentiated untreated	EmF@ 3T3-L1
murine embryonic stem cells grown as embryoid bodies for 4 days and treated 24 hours with 5 micromolar all trans retinoic acid|ES cells grown as embryoid bodies	PSC@ mESC derived neural cells
murine embryonic stem cells grown as embryoid bodies for 4 days and treated 2 hours with 5 micromolar all trans retinoic acid|ES cells grown as embryoid bodies	PSC@ mESC derived neural cells
DeltaSpo.BC/B6|Anti-H3K4me3 Spo11-/-_testis_ChIP-Seq|testis	Gon@ Testis
B6;129P2-Prdm9tm1Ymat/J|Anti-H3K4me3 Prdm9-/-_liver_ChIP-Seq|liver	Liv@ Liver
B6;129P2-Prdm9tm1Ymat/J|Anti-H3K4me3 Prdm9-/-_testis_ChIP-Seq|testis	Gon@ Testis
B11.S-H2t4/(9R)/J|Anti-H3K4me3 9R_testis_ChIP-Seq|testis	Gon@ Testis
B10.F-H2pb1/(13R)J|Anti-H3K4me3 13R_testis_ChIP-Seq|testis	Gon@ Testis
C57BL/6|Cardiac progenitor cells, input|ES-derived cardiac progenitor cells (CPCs)	PSC@ mESC derived cardiac cells
mm9ES_Vezf1 ko_Input|embryonic stem (ES) cells	PSC@ Embryonic Stem Cells
mm9ES_Vezf1_ko_RNA Polymerase 2 ChIP-Seq|embryonic stem (ES) cells	PSC@ Embryonic Stem Cells
mm9ES_wt_Input DNA|embryonic stem (ES) cells	PSC@ Embryonic Stem Cells
mm9ES_wt_RNA Polymerase 2 ChIP-Seq|embryonic stem (ES) cells	PSC@ Embryonic Stem Cells
C57BL/7|Pro-B_H3K4me3 ChIP-seq|RAG2-/- Abelson-transformed pro-B cells	Bld@ B-Lymphocytes
C57BL/7|Pro-B_H3R2me2sK4me3 ChIP-seq|RAG2-/- Abelson-transformed pro-B cells	Bld@ B-Lymphocytes
C57BL/7|Pro-B_H3R2me2s ChIP-seq|RAG2-/- Abelson-transformed pro-B cells	Bld@ B-Lymphocytes
WT_Nkx2-5_ChIP|heart|adult	CDV@ Heart
WT_Gata4_ChIP|heart|adult	CDV@ Heart
Myh6-MCM_control_Tbx3_ChIP|heart|adult	CDV@ Heart
Myh6-MCM;CAG-CAT-TBX3_Tbx3_ChIP|heart|adult	CDV@ Heart
E14|E14_IgG_ChIPSeq|mouse embryonic stem cells	PSC@ Embryonic Stem Cells
E14|E14_MacroH2A_ChIPSeq|mouse embryonic stem cells	PSC@ Embryonic Stem Cells
leukemic spleen cells, secondary, Ezh2-null, H3K27me3 ChIP|leukemic spleen cells|Ezh2-null MLL-AF9 leukemic cell from 2' recipient, sorted for GFP and YFP expression|MLL-AF9-induced acute myeloid leukemia (AML)	Bld@ MLL-AF9 leukemic cell
leukemic spleen cells, secondary, WT, H3K27me3 ChIP|leukemic spleen cells|WT MLL-AF9 leukemic cell from 2' recipient, sorted for GFP and YFP expression|MLL-AF9-induced acute myeloid leukemia (AML)	Bld@ MLL-AF9 leukemic cell
leukemic spleen cells, primary, Ezh2-null, H3K27me3 ChIP|leukemic spleen cells|Ezh2-null MLL-AF9 leukemic cell from 1' recipient, sorted for GFP and YFP expression|MLL-AF9-induced acute myeloid leukemia (AML)	Bld@ MLL-AF9 leukemic cell
leukemic spleen cells, primary, WT, H3K27me3 ChIP|leukemic spleen cells|WT MLL-AF9 leukemic cell from 1' recipient, sorted for GFP and YFP expression|MLL-AF9-induced acute myeloid leukemia (AML)	Bld@ MLL-AF9 leukemic cell
MEF_STAT5-KO-empty-GH-IgG|mouse embryonic fibroblasts (MEFs)|12.5-13.5-day fetuses	EmF@ MEF
MEF_STAT5-KO-empty-GH-IP|mouse embryonic fibroblasts (MEFs)|12.5-13.5-day fetuses	EmF@ MEF
MEF_STAT5-KO-GH-IgG|mouse embryonic fibroblasts (MEFs)|12.5-13.5-day fetuses	EmF@ MEF
MEF_STAT5-KO-GH-IP|mouse embryonic fibroblasts (MEFs)|12.5-13.5-day fetuses	EmF@ MEF
MEF_STAT5-OE-GH-IgG|mouse embryonic fibroblasts (MEFs)|12.5-13.5-day fetuses	EmF@ MEF
MEF_STAT5-OE-IgG|mouse embryonic fibroblasts (MEFs)|12.5-13.5-day fetuses	EmF@ MEF
MEF_STAT5-WT-GH-IgG|mouse embryonic fibroblasts (MEFs)|12.5-13.5-day fetuses	EmF@ MEF
MEF_STAT5-WT-GH-IP|mouse embryonic fibroblasts (MEFs)|12.5-13.5-day fetuses	EmF@ MEF
T-ALL sonicated input|Notch1-IC over-expressing tumors (T-ALL)	Bld@ T-ALL
T-ALL Notch1|Notch1-IC over-expressing tumors (T-ALL)	Bld@ T-ALL
C57BL/6|Mouse uterus epithelium|uterus	Utr@ Uterus
P19_NeuroD2_acetylH4_ChIP-seq|P19 cells	PSC@ P19
P19_control_acetylH4_ChIP-seq|P19 cells	PSC@ P19
MM_NeuroD2_ChIP-seq|mouse embryonic fibroblasts	EmF@ MEF
MM_MyoD_ChIP-seq|mouse embryonic fibroblasts	EmF@ MEF
P19_MyoD_ChIP-seq|P19 cells	PSC@ P19
P19_NeuroD2_ChIP-seq|P19 cells	PSC@ P19
P19_preimmune serum_ChIP-seq|P19 cells	PSC@ P19
C57BL/6 AID-GFP|Activated B cells|in vitro activated B cells	Bld@ B-Lymphocytes
C57BL/6|wild-type primary bone marrow-derived macrophages|primary bone marrow-derived macrophages	Bld@ Macrophages
Mouse villus cell input DNA|Mouse villus	Dig@ Intestinal villus
129xC57BL6 mixed background|H3K4me2 ChIP-Seq in Hnf4a KO mouse villus cells|Mouse villus	Dig@ Intestinal villus
129xC57BL6 mixed background|H3K4me2 ChIP-Seq in Cdx2 KO mouse villus cells|Mouse villus	Dig@ Intestinal villus
129xC57BL6 mixed background|H3K4me2 ChIP-Seq in WT mouse villus cells|Mouse villus	Dig@ Intestinal villus
129xC57BL6 mixed background|Hnf4a ChIP-Seq in Cdx2 KO mouse villus cells|Mouse villus	Dig@ Intestinal villus
129xC57BL6 mixed background|Hnf4a ChIP-Seq in WT mouse villus cells|Mouse villus	Dig@ Intestinal villus
129xC57BL6 mixed background|CDX2 ChIP-Seq in Hnf4a KO mouse villus cells|Mouse villus	Dig@ Intestinal villus
R1|mouse ES cells, shMLL4, H2A.Z ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
R1|mouse ES cells, shluc control, H2A.Z ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
CMT1|mouse ES cells, WT, acetylated H2A.Z ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
CMT1|mouse ES cells, WT, H2A.Z ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
Lrh1 ChIP|pancreas	Pan@ Pancreas
input|pancreas	Pan@ Pancreas
C57BL/6|MLL-AF9 transfromed blasts|5-FU treated BM cells transduced with Flag-tagged MLL-AF9	Bld@ MLL-AF9 leukemic cell
Va14tg|IgG_ChIP	Unc@ Unclassified
Va14tg|input DNA	Unc@ Unclassified
Va14tg|VA14tg_NKT_EGR2_ChIP|NKT cells were isolated from Va14tg mice	Bld@ T-Lymphocytes
Va14tg|anti-TCRb injected_thymocytes_EGR2_ChIP|thymocytes from anti-TCRb injected mice	Bld@ Thymocytes
CD1|Input DNA for H3K36me3 ChIP|forebrain|E11.5	Emb@ Embryonic brains
CD1|H3K36me3 ChIP|forebrain|E11.5	Emb@ Embryonic brains
CD1|input DNA for H3K4me3 ChIP|forebrain|E11.5	Emb@ Embryonic brains
CD1|H3K4me3 ChIP|forebrain|E11.5	Emb@ Embryonic brains
embryonic stem|ES_CTCFL_V5_NODOX	PSC@ Embryonic Stem Cells
embryonic stem|ES_CTCFL_V5_DOX	PSC@ Embryonic Stem Cells
embryonic stem|ES_CTCF	PSC@ Embryonic Stem Cells
INK4A/ARF -/- mNPC 2 Input|Adult Neural Progenitor cells	Neu@ Neural progenitor cells
INK4A/ARF -/- mNPC 1 Input|Adult Neural Progenitor cells	Neu@ Neural progenitor cells
INK4A/ARF -/- Astrocytes BMI1|Astrocytes	Neu@ Astrocytes
INK4A/ARF -/- mGIC BMI1|mouse Glioma Initiating Cells	Neu@ Glioma
INK4A/ARF -/- mNPC 2 BMI1|Adult Neural Progenitor cells	Neu@ Neural progenitor cells
INK4A/ARF -/- mNPC 1 BMI1|Adult Neural Progenitor cells	Neu@ Neural progenitor cells
C57BL/6|liver input|liver	Liv@ Liver
C57BL/6|liver_REV-ERB beta_ChIP|liver	Liv@ Liver
C57BL/6|liver_REV-ERB alpha_ChIP|liver	Liv@ Liver
day 6 embryoid body cels|day 6 embryoid body cels	PSC@ Embryoid Bodies
day 6 embryoid body cells|day 6 embryoid body cells	PSC@ Embryoid Bodies
F9|mRXRa(1)|embryonal carcinoma cells	PSC@ F9
F9|mRXRa 100xfold-diluted LinDA|embryonal carcinoma cells	PSC@ F9
F9|mRXRa RARg reChIP LinDA|embryonal carcinoma cells	PSC@ F9
C57BL/6J|Mouse Mature B cells, Spleen, in vitro LPS/IL-4 activated|in vitro activated mouse B cells|spleen	Bld@ B-Lymphocytes
H3K27ac_stim_3T3|3T3 fibroblasts	Oth@ 3T3 fibroblasts
Runx1f/f,Vav1-Cre on C57BL/6 background|IgG_thymocyte_Runx1KO_ChIPseq|primary thymocyte	Bld@ Thymocytes
Runx1f/f,Vav1-Cre on C57BL/6 background|Ring1b_thymocyte_Runx1KO_ChIPseq|primary thymocyte	Bld@ Thymocytes
Runx1f/f,Vav1-Cre on C57BL/6 background|CBFb_thymocyte_Runx1KO_ChIPseq|primary thymocyte	Bld@ Thymocytes
Runx1f/f,Vav1-Cre on C57BL/6 background|Runx1_thymocyte_Runx1KO_ChIPseq|primary thymocyte	Bld@ Thymocytes
Runx1f/f on C57BL/6 background|IgG_thymocyte_control_ChIPseq|primary thymocyte	Bld@ Thymocytes
Runx1f/f on C57BL/6 background|Ring1b_thymocyte_control_ChIPseq|primary thymocyte	Bld@ Thymocytes
Runx1f/f on C57BL/6 background|CBFb_thymocyte_control_ChIPseq|primary thymocyte	Bld@ Thymocytes
Runx1f/f on C57BL/6 background|Runx1_thymocyte_control_ChIPseq|primary thymocyte	Bld@ Thymocytes
L8057|Ring1b_alt_ab_ChIPseq	Bld@ L8057
L8057|Runx1_for_Ring1b_alt_ab_ChIPseq	Bld@ L8057
L8057|IgG_uninduced_ChIPseq	Bld@ L8057
L8057|Ring1b_uninduced_ChIPseq	Bld@ L8057
L8057|CBFb_uninduced_ChIPseq	Bld@ L8057
L8057|Runx1_uninduced_ChIPseq	Bld@ L8057
L8057|IgG_induced_ChIPseq	Bld@ L8057
L8057|Ring1b_induced_ChIPseq	Bld@ L8057
L8057|CBFb_induced_ChIPseq	Bld@ L8057
L8057|Runx1_induced_ChIPseq	Bld@ L8057
C57BL/6|Input Macrophage Pool|Macrophage|Bone Marrow	Bld@ Macrophages
C57BL/6|HDAC3KO IL4 H3K9Ac|Macrophage|Bone Marrow	Bld@ Macrophages
C57BL/6|HDAC3KO No Treat H3K9Ac|Macrophage|Bone Marrow	Bld@ Macrophages
C57BL/6|Control IL4 H3K9Ac|Macrophage|Bone Marrow	Bld@ Macrophages
C57BL/6|Control No Treat H3K9Ac|Macrophage|Bone Marrow	Bld@ Macrophages
C57BL/6|IL4 HDAC3|Macrophage|Bone Marrow	Bld@ Macrophages
C57BL/6|BSA HDAC3|Macrophage|Bone Marrow	Bld@ Macrophages
P19.6|RA-treated P19.6 cells, input|embryonal carcinoma cells	PSC@ P19
P19.6|Untreated P19.6 cells, input|embryonal carcinoma cells	PSC@ P19
P19.6|RA-treated P19.6 cells, H3K27ac ChIP|embryonal carcinoma cells	PSC@ P19
P19.6|Untreated P19.6 cells, H3K27ac ChIP|embryonal carcinoma cells	PSC@ P19
P19.6|RA-treated P19.6 cells, MEIS1 ChIP|embryonal carcinoma cells	PSC@ P19
Smad1 ChIP-Seq in mouse G1ER treated with BMP|Erthyroid Progenitor (G1ER)	Bld@ G1E
Gata1 ChIP-Seq in mouse G1ER treated with BIO|Erthyroid Progenitor (G1ER)	Bld@ G1E
Input ChIP-Seq in mouse G1ER treated with BIO|Erthyroid Progenitor (G1ER)	Bld@ G1E
Smad1 ChIP-Seq in mouse G1E treated with BMP|Erthyroid Progenitor (G1E)	Bld@ G1E
Gata2 ChIP-Seq in mouse G1E treated with BMP|Erthyroid Progenitor (G1E)	Bld@ G1E
Input ChIP-Seq in mouse G1E treated with BMP|Erthyroid Progenitor (G1E)	Bld@ G1E
CD-1|MouseP2Heart_acCBP-p300|heart|postnatal day 2	CDV@ Heart
129Sv-C57Bl/6|Terminally differentiated Neurons (TN) derived from mouse embryonic stem cells|Terminally differentiated Neurons (TN) derived from mouse embryonic stem cells	PSC@ mESC derived neural cells
129Sv-C57Bl/6|Terminally differentiated Neurons (TN)  derived from mouse embryonic stem cells|Terminally differentiated Neurons (TN) derived from mouse embryonic stem cells	PSC@ mESC derived neural cells
C57BL/6|ActivatedBCell_AIDmm|in vitro activated B cells	Bld@ B-Lymphocytes
C57BL/6|MLL-AF9 transformed blasts|5-FU treated BM cells transduced with HA-Bio-MLL-AF9 and BirA	Bld@ MLL-AF9 leukemic cell
H4ac_stim_3T3|3T3 fibroblasts	Oth@ 3T3 fibroblasts
H4ac_unstim_3T3|3T3 fibroblasts	Oth@ 3T3 fibroblasts
H4ac_stim_DC|dendritic cells	Bld@ Dendritic Cells
H4ac_unstim_DC|dendritic cells	Bld@ Dendritic Cells
H3K27ac_unstim_3T3|3T3 fibroblasts	Oth@ 3T3 fibroblasts
H3K27ac_stim_DC|dendritic cells	Bld@ Dendritic Cells
H3K27ac_unstim_DC|dendritic cells	Bld@ Dendritic Cells
H3K4me1_stim_3T3|dendritic cells	Bld@ Dendritic Cells
H3K4me1_unstim_3T3|dendritic cells	Bld@ Dendritic Cells
H3K4me1_stim_DC|dendritic cells	Bld@ Dendritic Cells
H3K4me1_unstim_DC|dendritic cells	Bld@ Dendritic Cells
JmjD2_34_stim_DC|dendritic cells	Bld@ Dendritic Cells
JmjD2d_stim_DC|dendritic cells	Bld@ Dendritic Cells
H3K9me3_stim_3T3|3T3 fibroblasts	Oth@ 3T3 fibroblasts
H3K9me3_unstim_3T3|3T3 fibroblasts	Oth@ 3T3 fibroblasts
H3K9me3_stim_DC|dendritic cells	Bld@ Dendritic Cells
H3K9me3_unstim_DC|dendritic cells	Bld@ Dendritic Cells
C57BL/6 x 129 Sv|Pool of all samples Input|Mouse Embryonic Fibroblasts (MEF)|E12.5	EmF@ MEF
C57BL/6|cJun-ChIP_1uM Dex_LPS|primary bone marrow-derived macrophages	Bld@ Macrophages
C57BL/6|cJun-ChIP_LPS|primary bone marrow-derived macrophages	Bld@ Macrophages
C57BL/6|NF-kB/p65-ChIP_1uM Dex_LPS|primary bone marrow-derived macrophages	Bld@ Macrophages
C57BL/6|GR-ChIP_1uM Dex_LPS|primary bone marrow-derived macrophages	Bld@ Macrophages
C57BL/6|GR-ChIP_1uM Dex|primary bone marrow-derived macrophages	Bld@ Macrophages
embryonic stem cells|LKO Jarid1b ESCs	PSC@ Embryonic Stem Cells
embryonic stem cells|LKO Scr ESCs	PSC@ Embryonic Stem Cells
3T3-L1|3T3-L1 cells	EmF@ 3T3-L1
Mixed (129-C57Bl/6)|Neural progenitor cells|ES-derived neural progenitor cells	PSC@ mESC derived neural cells
Brg1 KD-RNA Polymerase II ChIP|embryonic stem (ES) cells	PSC@ Embryonic Stem Cells
Mbd3 KD-RNA Polymerase II ChIP|embryonic stem (ES) cells	PSC@ Embryonic Stem Cells
EGFP KD-RNA Polymerase II ChIP|embryonic stem (ES) cells	PSC@ Embryonic Stem Cells
Brg1 KD-Mbd3 ChIP|embryonic stem (ES) cells	PSC@ Embryonic Stem Cells
Tet1 KD-Mbd3 ChIP|embryonic stem (ES) cells	PSC@ Embryonic Stem Cells
129/Ola|FBio-Ctrl_ChIPseq|BirA-ES cells	PSC@ Embryonic Stem Cells
129/Ola|FBio-Yy1_ChIPseq|BirA-ES cells	PSC@ Embryonic Stem Cells
C57BL/6|NSCs &amp; pOLs|eNSCs &amp; p2-pOLs	Emb@ Embryonic brains
C57BL/6|Pre-myelinating oligodendrocytes (pOLs)|pOLs from postnatal (P2) brain (p2-pOLs)	Neu@ Brain
C57BL/6|Neural stem cells (NSCs)|Embyonic (E14) neural stem cells (eNSCs)	Emb@ Embryonic brains
MLL-ENL immortalized bone marrow progenitor cells|Factor-dependent cells capable of sustained growth in liquid medium containing RPMI/10%FCS/1%PenStrep, supplemented with 6ng/ml of recombinant interleukin 3	Bld@ Bone Marrow Cells
G1ME|Megakaryocyte Progenitor Cell Line (G1ME)|Mature, HA-GATA1-restored	Bld@ G1ME
C57BL/6JJcl|Input chromatin from IL-10 treated (4 hours) macrophages|Adherent peritoneal exudate macrophages	Bld@ Macrophages
C57BL/6JJcl|Input chromatin from untreated macrophages|Adherent peritoneal exudate macrophages	Bld@ Macrophages
C57BL/6JJcl|ChIP in IL-10 treated (4 hours) macrophages against STAT3|Adherent peritoneal exudate macrophages	Bld@ Macrophages
C57BL/6JJcl|ChIP in untreated macrophages against STAT3|Adherent peritoneal exudate macrophages	Bld@ Macrophages
D3|Embryonic stem cells, PolII ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
D3|Embryonic stem cells, TBP/PolII mock|embryonic stem cells	PSC@ Embryonic Stem Cells
D3|Embryonic stem cells, TBP ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
D3|Embryonic stem cells, TAF1 mock|embryonic stem cells	PSC@ Embryonic Stem Cells
D3|Embryonic stem cells, TAF1 ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
D3|Embryonic stem cells, TAF3 mock|embryonic stem cells	PSC@ Embryonic Stem Cells
D3|Embryonic stem cells, TAF3 ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
KAP1 ChIP in E14 ES cells|embryonic stem (ES) cells	PSC@ Embryonic Stem Cells
HA ChIP in ES cells expressing HAZFP57|embryonic stem (ES) cells	PSC@ Embryonic Stem Cells
HA ChIP in ES cells|embryonic stem (ES) cells	PSC@ Embryonic Stem Cells
ChIP_H3K4me3_MLL4_KO_LPS_4h|Primary BMDM cells (7th day of differentiation)	Bld@ Macrophages
ChIP_H3K4me3_MLL4_KO_Untreated|Primary BMDM cells (7th day of differentiation)	Bld@ Macrophages
ChIP_H3K4me3_MLL4_HET_LPS_4h|Primary BMDM cells (7th day of differentiation)	Bld@ Macrophages
