SRA	SRX	MGI	old	new
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188963	Kidney_OC	Kid@ Kidney?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188962	GM13976	Bld@ GM13976?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188960	Spleen_OC	Oth@ Spleen?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188959	Lung_OC	Lng@ Lung?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188958	Pancreas_OC	Pan@ Pancreas?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188957	Lung_OC|Lung_OC|Primary frozen lung tissue from NICHD donor IDs 1104 (Rep B1 DNase), 602 (Rep B2 DNase), 1442 (Rep B3 DNase) and CF Center donor IDs DD006I (Rep B1 FAIRE) and DD007I (Rep B2 FAIRE)	Lng@ Lung?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188950	GM20000	Bld@ GM20000?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188949	Spleen_OC|Spleen_OC|Primary frozen spleen tissue from NICHD donor IDs 1863 (Rep B1) and 4548 (Rep B2)	Oth@ Spleen?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188948	Pancreas_OC|Pancreas_OC|Primary frozen pancreas tissue from NCTC donor IDs 09-0144A (Rep B1) and 10-0021A (Rep B2)	Pan@ Pancreas?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188947	GM10266	Bld@ GM10266?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188946	GM13977	Bld@ GM13977?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188945	Kidney_OC|Kidney_OC|Primary frozen kidney tissue from NICHD donor IDs 1104 (Rep B1 DNase), 602 (Rep B2 DNase), 1442 (Rep B3 DNase), 1863 (Rep B3 FAIRE) and NCTC donor ID 10-0022A (Rep B1 FAIRE)	Kid@ Kidney?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188844	Chromatin IP against 48hr_IgG|H1 embryonic stem cells	PSC@ hESC H1?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188843	Chromatin IP against 48hr_H3K4me3|H1 embryonic stem cells	PSC@ hESC H1?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188842	Chromatin IP against 48hr_H3K27ac|H1 embryonic stem cells	PSC@ hESC H1?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188791	U2OS|U2OS_KD_input|human osteosarcoma cells	Bon@ U2OS?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188790	U2OS|U2OS_UV_SIRT3|human osteosarcoma cells	Bon@ U2OS?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188789	U2OS|U2OS_UV_input|human osteosarcoma cells	Bon@ U2OS?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188788	U2OS|U2OS_NT_SIRT3|human osteosarcoma cells	Bon@ U2OS?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188787	U2OS|U2OS_NT_IgG|human osteosarcoma cells	Bon@ U2OS?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188786	U2OS|U2OS_NT_input|human osteosarcoma cells	Bon@ U2OS?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX186754	Dnd41|Dnd41|T cell leukemia with Notch mutation|mesoderm	Bld@ DND-41?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX186680	HSMM	Myo@ HSMM?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX186673	CD20+|CD20+|B cells from donors RO01778 and RO01794, newly promoted to tier 2: not in 2011 analysis|mesoderm	Bld@ CD20+?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX185776	BJ|BJ_c-Myc ChIP-Seq_48hr_mockinduction|foreskin fibroblast cell	Epd@ BJ?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX185775	BJ|BJ_Oct4 ChIP-Seq_48hr_mockinduction|foreskin fibroblast cell	Epd@ BJ?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX185709	T47D|T47D cells	Brs@ T-47D?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX185708	Leiomyoma cells|Leiomyoma cells	Myo@ Leiomyoma?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX184875	A549|A549 Input|NSCLC	Lng@ A549?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX184874	A549|A549 Nicotine stimulated|NSCLC	Lng@ A549?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX184873	A549|A549 Serum starved|NSCLC	Lng@ A549?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX182684	MCF10A|MCF10A_P-Ser2_ChIP-seq|breast epithelial cells	Brs@ MCF 10A?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX182683	MCF10A|MCF10A_PALB2_ChIP-seq|breast epithelial cells	Brs@ MCF 10A?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX182682	MCF10A|MCF10A_BRCA1_ChIP-seq|breast epithelial cells	Brs@ MCF 10A?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX181771	PC-3|Ago2 IP	Prs@ PC-3?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX181770	PC-3|Ago1 IP	Prs@ PC-3?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX181769	PC-3|H3k4me3 IP	Prs@ PC-3?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX181768	PC-3|Input DNA	Prs@ PC-3?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX180888	Burkitt lymphoma|IgG_ChIP-Seq|Raji cells	Bld@ RAJI?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX180887	Burkitt lymphoma|EBV_EBNA1_Raji_ChIP-Seq|Raji cells	Bld@ RAJI?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176889	ZR751|ZR751_input|breast cancer cells	Brs@ ZR-75-1?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176888	MCF-7|MCF_input|breast cancer cells	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176887	ZR751|ZR751_siGATA_ER_estrogen|breast cancer cells	Brs@ ZR-75-1?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176886	ZR751|ZR751_siNT_ER_estrogen|breast cancer cells	Brs@ ZR-75-1?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176885	MCF-7|siGATA_p300_Veh|breast cancer cells	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176884	MCF-7|siNT_p300_Veh|breast cancer cells	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176883	MCF-7|siGATA_p300_estrogen|breast cancer cells	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176882	MCF-7|siNT_p300_estrogen|breast cancer cells	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176881	MCF-7|siGATA_H3K4me1_Veh|breast cancer cells	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176880	MCF-7|siNT_H3K4me1_Veh|breast cancer cells	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176879	MCF-7|siGATA_H3K4me1_estrogen|breast cancer cells	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176878	MCF-7|siNT_H3K4me1_estrogen|breast cancer cells	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176877	MCF-7|siGATA_H3K27ac_Veh|breast cancer cells	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176876	MCF-7|siNT_H3K27ac_Veh|breast cancer cells	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176875	MCF-7|siGATA_H3K27ac_estrogen|breast cancer cells	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176874	MCF-7|siNT_H3K27ac_estrogen|breast cancer cells	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176863	MCF-7|siGATA_FOXA1_Veh|breast cancer cells	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176862	MCF-7|siNT_FOXA1_Veh|breast cancer cells	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176645	HeLa|WCE 3mM sodium bicarbonate	Utr@ HeLa?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176644	HeLa|WCE 25mM sodium bicarbonate	Utr@ HeLa?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176643	HeLa|H4K16ac 3mM sodium bicarbonate	Utr@ HeLa?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX176642	HeLa|H4K16ac 25mM sodium bicarbonate	Utr@ HeLa?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX174820	NCI-H3122|H3122_FOXA1_ab23738	Lng@ NCI-H3122?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX174819	NCI-H3122|H3122_NKX2-1_BL4000_2	Lng@ NCI-H3122?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX174818	NCI-H3122|H3122_input_2	Lng@ NCI-H3122?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX174817	NCI-H2087|H2087_NKX2-1_BL4000	Lng@ NCI-H2087?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX174816	NCI-H2087|H2087_input	Lng@ NCI-H2087?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX174815	NCI-H1819|H1819_NKX2-1_BL4000	Lng@ HCC1819?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX174814	NCI-H1819|H1819_input	Lng@ HCC1819?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX174813	NCI-H3122|H3122_NKX2-1_BL4000	Lng@ NCI-H3122?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX174812	NCI-H3122|H3122_input	Lng@ NCI-H3122?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX170378	HEK293|HEK293, control	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX170377	HEK293|HEK293, HP1b ChIP	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX170376	HEK293|HEK293, HP1a ChIP	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX170375	HEK293|HEK293, Brd4 ChIP	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX170374	HEK293|HEK293, Brd3 ChIP	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX170373	HEK293|HEK293, Brd2 ChIP	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX170345	Blood|CD4|Blood|Adult	Bld@ CD4+?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX159195	LS180 cells|LS180_SMRT_125|cultured CRC cells	Dig@ LS-180?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX159194	LS180 cells|LS180_SMRT_Veh|cultured CRC cells	Dig@ LS-180?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX159193	LS180 cells|LS180_NCoR_125|cultured CRC cells	Dig@ LS-180?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX159192	LS180 cells|LS180_NCoR_Veh|cultured CRC cells	Dig@ LS-180?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX159191	LS180 cells|LS180_MED1_125|cultured CRC cells	Dig@ LS-180?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX159190	LS180 cells|LS180_MED1_Veh|cultured CRC cells	Dig@ LS-180?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX159189	LS180 cells|LS180_CBP_125|cultured CRC cells	Dig@ LS-180?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX159188	LS180 cells|LS180_CBP_Veh|cultured CRC cells	Dig@ LS-180?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX159187	LS180 cells|LS180_SRC1_125|cultured CRC cells	Dig@ LS-180?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX159186	LS180 cells|LS180_SRC1_Veh|cultured CRC cells	Dig@ LS-180?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX159134	FLP76|derived from HEK293, human embryonic kidney cells	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX159130	293T-Rex|derived from HEK293, human embryonic kidney cells	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX159129	K562|chronic myelogenous leukemia cells	Bld@ K-562?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX159088	H2A.Z_hES_ChIPSeq|H1 human embryonic stem cells	PSC@ hESC H1?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX158112	RPMI-8402|T-ALL cell line, WCE input|T-cell acute lymphoblastic leukemia (T-ALL) cells	Bld@ RPMI 8402?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX157783	M23F|hiPSC_M23F, H3K27me3 ChIP|human induced pluripotent stem cells (hiPSCs)	PSC@ iPS cells?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX157782	M23F|hiPSC_M23F, H3K4me3 ChIP|human induced pluripotent stem cells (hiPSCs)	PSC@ iPS cells?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX157662	H1-hESC (WiCell Research Institute WA01)|human embryonic stem cells|inner cell mass, sex: M	PSC@ hESC H1?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX157614	H3K4me3 hypoxia ChIP-seq|HUVEC	CDV@ HUVEC?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX157613	H3K4me3 normoxia ChIP-seq|HUVEC	CDV@ HUVEC?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX157612	H3K4me1 hypoxia ChIP-seq|HUVEC	CDV@ HUVEC?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX157611	H3K4me1 normoxia ChIP-seq|HUVEC	CDV@ HUVEC?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX157610	INPUT under hypoxia ChIP-seq|HUVEC	CDV@ HUVEC?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX157609	INPUT under normoxia ChIP-seq|HUVEC	CDV@ HUVEC?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX157608	HIF1 under hypoxia ChIP-seq|HUVEC	CDV@ HUVEC?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX157607	HIF1 under normoxia ChIP-seq|HUVEC	CDV@ HUVEC?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156142	NCCIT|DF-NCCIT_NP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156141	NCCIT|UD-NCCIT_NP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156125	NCCIT|DF-H2AK119Ub_ChIP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156124	NCCIT|DF-H3K36me3_ChIP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156123	NCCIT|DF-H3K27me3_ChIP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156122	NCCIT|DF-H3K9me3_ChIP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156121	NCCIT|DF-H3K4me3_ChIP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156120	NCCIT|DF-DNMT3B_ChIP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156119	NCCIT|DF-DNMT3A_ChIP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156118	NCCIT|DF-DNMT1_ChIP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156117	NCCIT|UD-H2AK119Ub_ChIP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156116	NCCIT|UD-H3K36me3_ChIP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156115	NCCIT|UD-H3K27me3_ChIP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156114	NCCIT|UD-H3K9me3_ChIP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156113	NCCIT|UD-H3K4me3_ChIP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156112	NCCIT|UD-DNMT3B_ChIP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156111	NCCIT|UD-DNMT3A_ChIP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156110	NCCIT|UD-DNMT1_ChIP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX156109	NCCIT|Input-DNA_ChIP|embroynic cancer	PSC@ NCCIT?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX154997	MCF7|Breast cancer cells|Luminal cells	MCF7|Breast cancer cells|Luminal cells
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX154996	T-47D|Breast cancer cells|Luminal cells	T-47D|Breast cancer cells|Luminal cells
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX154995	MDA-MB-231/MCF7|Breast cancer cells|Heterofusion	MDA-MB-231/MCF7|Breast cancer cells|Heterofusion
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX154994	SUM159PT/MCF7|Breast cancer cells|Heterofusion	SUM159PT/MCF7|Breast cancer cells|Heterofusion
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX154993	SUM159PT/T-47D|Breast cancer cells|Heterofusion	SUM159PT/T-47D|Breast cancer cells|Heterofusion
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX154992	SUM159PT|Breast cancer cells|Basal-like cells	SUM159PT|Breast cancer cells|Basal-like cells
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX154496	PrEC	Prs@ PrEC?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX151954	Combined IP DNA_non-stimulated PBMCs_Control IgG ChIP-Seq|peripheral blood mononuclear cells (PBMCs)	Bld@ PBMC?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX151397	IMR90|Human Liver	Lng@ IMR-90?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX151246	BCBL1|BCBL1 pleural effusion lymphoma, SMC1 ChIP|KSHV-infected pleural effusion lymphoma cells	Bld@ BCBL1?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX151245	BCBL1|BCBL1 pleural effusion lymphoma, CTCF ChIP|KSHV-infected pleural effusion lymphoma cells	Bld@ BCBL1?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX151224	Acute lymphoblastic leukemia cells with MLL/AF4 translocation, H3K4me3 ChIP|RS4;11 ALL cells	Bld@ RS4-11?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX151223	Acute lymphoblastic leukemia cells with MLL/AF4 translocation, AF4 ChIP|RS4;11 ALL cells	Bld@ RS4-11?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX151222	Acute lymphoblastic leukemia cells with MLL/AF4 translocation, MLLN ChIP|RS4;11 ALL cells	Bld@ RS4-11?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX151221	Acute lymphoblastic leukemia cells with MLL/AF4 translocation, H3K79me2 ChIP|RS4;11 ALL cells	Bld@ RS4-11?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX150111	HeLa|HeLa_Oct1	Utr@ HeLa?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX150110	IMR90hTert|IMR90hTert_SNAP190|diploid fibroblast-like cells|fetal female lung	Lng@ IMR-90?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX150109	IMR90hTert|IMR90hTert_SNAP19|diploid fibroblast-like cells|fetal female lung	Lng@ IMR-90?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX150108	IMR90hTert|IMR90hTert_SNAP43|diploid fibroblast-like cells|fetal female lung	Lng@ IMR-90?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX150105	IMR90hTert|IMR90hTert_TF2B|diploid fibroblast-like cells|fetal female lung	Lng@ IMR-90?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX150104	IMR90hTert|IMR90hTert_RPB2|diploid fibroblast-like cells|fetal female lung	Lng@ IMR-90?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX150103	IMR90hTert|IMR90hTert_Brf2|diploid fibroblast-like cells|fetal female lung	Lng@ IMR-90?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX149659	HCT116|colorectal cancer cells, normoxia, CDK8 ChIP	Dig@ HCT 116?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX149658	HCT116|colorectal cancer cells, input	Dig@ HCT 116?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX149643	BGO3 (feeder free)|BGO3_t0_ChipSeq|Embryonic stem cells	PSC@ hESC BG03?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX149642	BGO3 (feeder free)|Endodermal Diff of BG03 cells t|Embryonic stem cells	PSC@ hESC derived mesendodermal cells?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX149222	U2OS|Input_DNA|Osteosarcoma	Bon@ U2OS?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX148878	HCT116|H2B ChIP-Seq USP49 knockdown|colorectal carcinoma	Dig@ HCT 116?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX148877	HCT116|H2B ChIP-Seq Control|colorectal carcinoma	Dig@ HCT 116?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX148876	HCT116|uH2b ChIP-Seq USP49 knockdown|colorectal carcinoma	Dig@ HCT 116?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX148875	HCT116|uH2B ChIP-Seq Control|colorectal carcinoma	Dig@ HCT 116?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX145844	RWPE1|RWPE1-ERG prostate epithelial cell line, input|benign prostate epithelial cells	Prs@ RWPE-1?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX145843	RWPE1|RWPE1-ERG prostate epithelial cell line, ERG ChIP|benign prostate epithelial cells	Prs@ RWPE-1?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX144718	HeLa S3|cervical cancer cell line (low-density fractions)	Utr@ HeLa?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX144531	GM12878|input vehicle treated|lymphoblastoid	Bld@ GM12878?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX144530	GM12878|input SFN treated|lymphoblastoid	Bld@ GM12878?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX144529	GM06993, GM07000, GM11882, GM11992, GM12763, GM12872|IgG ChIP vehicle treated|lymphoblastoid	Bld@ GM12872?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX144528	GM06993, GM07000, GM11882, GM11992, GM12763, GM12872|IgG ChIP SFN treated|lymphoblastoid	Bld@ GM12872?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX144527	GM07000, GM11882|NRF2 ChIP vehicle treated|lymphoblastoid	Bld@ Lymphoblastoid cell lines?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX144526	GM06993, GM12872|NRF2 ChIP vehicle treated|lymphoblastoid	Bld@ GM12872?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX144525	GM11992, GM12763|NRF2 ChIP vehicle treated|lymphoblastoid	Bld@ Lymphoblastoid cell lines?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX144524	GM11994|NRF2 ChIP vehicle treated|lymphoblastoid	Bld@ Lymphoblastoid cell lines?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX144523	GM07000, GM11882|NRF2 ChIP SFN treated|lymphoblastoid	Bld@ Lymphoblastoid cell lines?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX144522	GM06993, GM12872|NRF2 ChIP SFN treated|lymphoblastoid	Bld@ GM12872?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX144521	GM11992, GM12763|NRF2 ChIP SFN treated|lymphoblastoid	Bld@ Lymphoblastoid cell lines?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX144520	GM11994|NRF2 ChIP SFN treated|lymphoblastoid	Bld@ Lymphoblastoid cell lines?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX143129	HAEC|HAEC_input_500nM TSA_12h|Primary Human Aortic Endothelial Cells	CDV@ HAEC?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX142785	Primary Cell|CD19|presumed normal|CD19+	Bld@ B-cell (CD19+)?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX134732	Primary Tissue|Adipose Tissue|N/A|None	Adp@ Adipose Tissue?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX131914	NCC_TFAP2A|Neural crest cells (hNCC) derived from H9 ESC	PSC@ hESC derived neural crests?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX130270	H293T|H293T_TET2 kd_H3K4me3	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX130269	H293T|H293T_RNAi control_H3K4me3	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX130268	H293T|H293T_HT OGT	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX130267	H293T|H293T_HT TET3	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX130266	H293T|H293T_HT TET2	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX130265	H293T|H293T_HT Control	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX130264	H293T|H293T_H3K4me3	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX130257	IMR90|Senescent H3K4me3 ChIP|senescent cells	Lng@ IMR-90?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX130255	IMR90|Proliferating LaminB1 ChIP|proliferating cells	Lng@ IMR-90?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX130253	IMR90|Proliferating H3K4me3 ChIP|proliferating cells	Lng@ IMR-90?1
