NoCell	NoD@ NA
hGBM 1 BMI1 REP 2|Glioblastoma Multiforme stem like	Neu@ GBM1-HAM
hGBM 1 BMI1|Glioblastoma Multiforme stem like	Neu@ GBM1-HAM
hNPCs INPUT|Foetal Neural Progenitor cells	Neu@ Fetal neural progenitor cells
hNPCs BMI1|Foetal Neural Progenitor cells	Neu@ Fetal neural progenitor cells
MCF-7|Chromatin IP against yeast specific Antibody|human breast adenocarcinoma	Brs@ MCF-7
MCF-7|Chromatin IP against RNA Pol II|human breast adenocarcinoma	Brs@ MCF-7
NB4 cells|NB4 cells	Bld@ NB-4
HCT116 colorectal cancer cells|HCT116 cancer cells	Dig@ HCT 116
untransduced|human myoblasts	Myo@ Myoblasts
lenti-DUX4-fl|human myoblasts	Myo@ Myoblasts
Cell culture|HCT116	Dig@ HCT 116
Embryonic Stem Cells|Embryonic Stem Cells	PSC@ Embryonic Stem Cells
THP-1|THP-1, control ChIP-Seq|monocytic cells	Bld@ THP-1
THP-1|THP-1, PU.1 ChIP-Seq|monocytic cells	Bld@ THP-1
THP-1|THP-1, RXR ChIP-Seq|monocytic cells	Bld@ THP-1
THP-1|THP-1, PPARg ChIP-Seq|monocytic cells	Bld@ THP-1
Monocytes-CD14+_RO01746|Monocytes-CD14+|Monocytes-CD14+ are CD14-positive cells from human leukapheresis production, from donor RO 01746 (draw 1 ID is RO 01746, draw 2 ID is RO 01826), Monocytes-CD14+_RO01746 and Monocytes-CD14+_RO01826 are being used as replicates, newly promoted to tier 2: not in 2011 analysis|mesoderm	Bld@ Monocytes-CD14+
GM19238|B-lymphocyte, lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed	Bld@ GM19238
GM19239|B-lymphocyte, lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed	Bld@ GM19239
GM19240|B-lymphocyte, lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed	Bld@ GM19240
MDA-231|MDA-231_LacZ|MDA-231 cell line overexpressing human HOTAIR using LacZ probe	Brs@ MDA-MB-231
MDA-231|MDA-231_shEZH2_HOTAIR|MDA-231 cell line overexpressing human HOTAIR with EZH2 knocked down	Brs@ MDA-MB-231
RKO|RKO_input DNA|human colon carcinoma	Dig@ RKO
RKO|RKO_HBO1_ChIPseq|human colon carcinoma	Dig@ RKO
Primary Cell|CD4 Primary Cells|None|CD4	Bld@ CD4+
Primary Cell|Mobilized CD8 Primary Cells|None|CD8+	Bld@ CD8+
Primary Tissue|Fetal Skin|UW|None	Epd@ Fetal skin
Stellate|Human Hepatic Stellate Cells, Liver that was perfused with collagenase and sellected for hepatic stellate cells by density gradient|endoderm	Liv@ Hepatic Stellate Cells
Huh-7.5|Hepatocellular carcinoma, hepatocytes selected for high levels of hepatitis C replication|endoderm	Liv@ HuH-7
8988T|human pancreas adenocarcinoma (PA-TU-8988T), established in 1985 from the liver metastasis of a primary pancreatic adenocarcinoma from a 64-year-old woman - DSMZ|endoderm	Pan@ PA-TU-8988T
Hepatocytes|Primary Human Hepatocytes, liver perfused by enzymes to generate single cell suspension|endoderm	Liv@ Hepatocytes
GM19239|B-Lymphocyte, Lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, Treatment: Epstein-Barr Virus transformed|mesoderm	Bld@ GM19239
GM19238|B-Lymphocyte, Lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, Treatment: Epstein-Barr Virus transformed|mesoderm	Bld@ GM19238
Osteobl|normal human osteoblasts (NHOst)|mesoderm	Bon@ Osteobl
GM18507|Lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, Treatment: Epstein-Barr Virus transformed|mesoderm	Bld@ GM18507
A549|epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022), This line was initiated in 1972 by D.J. Giard, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male. - ATCC|endoderm	Lng@ A549
GM19240|B-Lymphocyte, Lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, Treatment: Epstein-Barr Virus transformed|mesoderm	Bld@ GM19240
HTR8svn|trophoblast (HTR-8/SVneo) cell line, a thin layer of ectoderm that forms the wall of many mammalian blastulas and functions in the nutrition and implantation of the embryo|Blastula	Oth@ HTR8svn
Huh-7|Hepatocellular carcinoma|endoderm	Liv@ HuH-7
HPDE6-E6E7|pancreatic duct cells immortalized with E6E7 gene of HPV|endoderm	Pan@ HPDE6
Medullo|Medulloblastoma (aka D721), surgical resection from a patient with medulloblastoma as described by Darrell Bigner (1997)|ectoderm	Neu@ Medullo
NHEK|epidermal keratinocytes|ectoderm	Epd@ NHEK
Melano|epidermal melanocytes|ectoderm	Epd@ Melanocytes
H9ES|human embryonic stem cell (hESC) H9|inner cell mass	PSC@ hESC H9
Chorion|chorion cells (outermost of two fetal membranes), fetal membranes were collected from women who underwent planned cesarean delivery at term, before labor and without rupture of membranes.|extraembryonic mesoderm, trophectoderm	Oth@ Chorion
SK-N-SH_RA|neuroblastoma cell line, treatment: differentiated with retinoic acid. (Biedler, et al. Morphology and Growth, Tumorigenicity, and Cytogenetics of Human Neuroblastoma Cells in Continuous Culture. Cancer Research 33, 2643-2652, November 1973.)|ectoderm	Neu@ SK-N-SH
GM12891|B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed|mesoderm	Bld@ GM12891
H1-hESC|inner cell mass	PSC@ hESC H1
ECC-1|epithelial cell line derived from an endometrium adenocarcinoma, fetal membranes were collected from women who underwent planned cesarean delivery at term, before labor and without rupture of membranes|epithelia	Utr@ ECC-1
PANC-1|pancreatic carcinoma, (PMID: 1140870) PANC-1 was established from a pancreatic carcinoma, which was extracted via pancreatico-duodenectomy specimen from a 56-year-old Caucasian individual. Malignancy of this cell line was verified via in vitro and in vivo assays.	Pan@ PANC-1
SK-N-MC	Neu@ SK-N-MC
K562|mesoderm	Bld@ K-562
SK-N-SH|neuroblastoma, newly promoted to tier 2: not in 2011 analysis, the SK-N-SH line was established from a neuroblastoma in a 4 year old individual.	Neu@ SK-N-SH
GATA2 ChIP-seq CD34+ progenitors BMP|Hematopoietic Stem &amp; Progenitor Cells	Bld@ CD34 Hematopoietic stem cells
HUVECs_statin-4h|Human umbilical vein cells	CDV@ HUVEC
HUVECs_DMSO-4h|Human umbilical vein cells	CDV@ HUVEC
HUVECs_NS|Human umbilical vein cells	CDV@ HUVEC
HumanFetaltHeart_polII|heart|fetus (gestational week 16)	CDV@ Heart
HumanFetaltHeart_acCBP-p300|heart|fetus (gestational week 16)	CDV@ Heart
HumanAdultHeart_acCBP-p300|heart|adult (45yr)	CDV@ Heart
HeLa|RNA Pol II siRNA Gdown1	Utr@ HeLa
HeLa|RNA Pol II siRNA Control	Utr@ HeLa
HeLa|Gdown1 Flavo	Utr@ HeLa
HeLa|Gdown1 Control	Utr@ HeLa
HeLa|RNA Pol II Flavo 60min	Utr@ HeLa
HeLa|RNA Pol II Flavo 5min	Utr@ HeLa
HeLa|RNA Pol II Control	Utr@ HeLa
VCS2|prostate cancer Cells	Prs@ VCS2
VCaP|prostate cancer Cells	Prs@ VCaP
U937|CEBPA_U937	Bld@ U-937
U937|Input ChIP-Seq U937 DMSO	Bld@ U-937
U937|TCF7L2 ChIP-seq U937 BIO	Bld@ U-937
U937|SMAD1 ChIP-Seq U937 BMP4	Bld@ U-937
U937|CEBPA ChIP-Seq U937 DMSO	Bld@ U-937
U937|CEBPA ChIP-Seq U937 BIO	Bld@ U-937
K562|Input ChIP-Seq K562 BIO	Bld@ K-562
K562|SMAD1 ChIP-Seq K562 dorso	Bld@ K-562
K562|SMAD1 ChIP-Seq K562 bmp4	Bld@ K-562
K562|GATA2 ChIP-seq K562 BMP	Bld@ K-562
K562|GATA2 ChIP-seq K562 BIO	Bld@ K-562
K562|GATA1 ChIP-seq K562 BMP	Bld@ K-562
K562|GATA1 ChIP-seq K562 BIO	Bld@ K-562
Input ChIP-seq CD34+ progenitors BMP|Hematopoietic Stem &amp; Progenitor Cells	Bld@ CD34 Hematopoietic stem cells
LY2|Mammary gland epithelial cells, input|mammary gland epithelial cells	Brs@ LY2
LY2|Mammary gland epithelial cells, tamoxifen treated, SRC1 ChIP|mammary gland epithelial cells	Brs@ LY2
LY2|Mammary gland epithelial cells, untreated, SRC1 ChIP|mammary gland epithelial cells	Brs@ LY2
HEK293|HEK293|embryonic kidney. (PMID: 11967234)|mesoderm	Kid@ 293
GM12878|B lymphoblasts	Bld@ GM12878
Blood monocytes/macrophages|Blood monocytes/macrophages	Bld@ Macrophages
LNCaP|LNsip53|prostate adenocarcinoma cells	Prs@ LNCAP
LNCaP|LNCaP|prostate adenocarcinoma cells	Prs@ LNCAP
ChIP-Seq_Carrier_EBV-transformed_IgG|EBV-Transformed B lymphocytes|whole blood	Bld@ B-Lymphocytes
ChIP-Seq_Carrier_EBV-transformed_H3+|EBV-Transformed B lymphocytes|whole blood	Bld@ B-Lymphocytes
ChIP-Seq_Carrier_EBV-transformed_H3K4me3|EBV-Transformed B lymphocytes|whole blood	Bld@ B-Lymphocytes
ChIP-Seq_Carrier_EBV-transformed_H3K27me3|EBV-Transformed B lymphocytes|whole blood	Bld@ B-Lymphocytes
ChIP-Seq_Carrier_EBV-transformed_H2A.Z|EBV-Transformed B lymphocytes|whole blood	Bld@ B-Lymphocytes
lymphoblastoid cell line	Bld@ Lymphoblastoid cell line
Primary Tissue|Fetal Muscle, Lower Limb|UW|None	Myo@ Fetal muscle
Primary Tissue|Fetal Muscle, Upper Trunk|UW|None	Myo@ Fetal muscle
MCF7|E2 treated MCF7 H3K4me2	Brs@ MCF-7
MCF7|untreated MCF7 H3K4me2	Brs@ MCF-7
H1299 Cell line|Lung carcinoma|Immortalized	Lng@ NCI-H1299
RWPE-1|RWPE1_FLAG_ETV1	Prs@ RWPE-1
RWPE-1|RWPE1_FLAG_ERG	Prs@ RWPE-1
RWPE-1|RWPE1_GABPA	Prs@ RWPE-1
RWPE-1|RWPE1_ETS1	Prs@ RWPE-1
RWPE-1|RWPE1_FLAG_control	Prs@ RWPE-1
RWPE-1|RWPE1_Input	Prs@ RWPE-1
PC3|PC3_JUND	Prs@ PC-3
PC3|PC3_ETV4	Prs@ PC-3
PC3|PC3_Input	Prs@ PC-3
BJ-tert|BJ-tert	Epd@ BJ
Hela|Hela	Utr@ HeLa
LNCaP-1F5|rIgG ChIP-seq|Prostate epithelial cells derived from metastatic prostate carcinoma	Prs@ LNCAP
LNCaP-1F5|GR-siFoxA1_ChIP-seq|Prostate epithelial cells derived from metastatic prostate carcinoma	Prs@ LNCAP
LNCaP-1F5|GR_ChIP-seq|Prostate epithelial cells derived from metastatic prostate carcinoma	Prs@ LNCAP
LNCaP-1F5|DHS-seq_siFoxA1|Prostate epithelial cells derived from metastatic prostate carcinoma	Prs@ LNCAP
LNCaP-1F5|DHS-seq|Prostate epithelial cells derived from metastatic prostate carcinoma	Prs@ LNCAP
LNCaP-1F5|H3K4me2_ChIP-seq_siFoxA1|Prostate epithelial cells derived from metastatic prostate carcinoma	Prs@ LNCAP
LNCaP-1F5|H3K4me2_ChIP-seq|Prostate epithelial cells derived from metastatic prostate carcinoma	Prs@ LNCAP
NHEK|NHEK_PolII|normal epidermal keratinocytes	Epd@ NHEK
NHEK|NHEK_cMYC|normal epidermal keratinocytes	Epd@ NHEK
K562|K562_INPUT|chronic myeloid leukemia	Bld@ K-562
HUVEC|HUVEC_INPUT|umbilical vein endothelial cells	CDV@ HUVEC
HUVEC|HUVEC_cMYC|umbilical vein endothelial cells	CDV@ HUVEC
HepG2|HepG2_INPUT|liver carcinoma cells	Liv@ Hep G2
HelaS3|HelaS3_INPUT|cervical carcinoma	Utr@ HeLa
H1_ES|H1_ES_PolII|embryonic stem cells	PSC@ hESC H1
H1_ES|H1_ES_cMYC|embryonic stem cells	PSC@ hESC H1
GM12878|GM12878_INPUT|lymphoblastoid cells	Bld@ GM12878
NB4|NB4 cells (leukemic), untreated, H4K20me3 ChIP-Seq|leukemic cells	Bld@ NB-4
NB4|NB4 cells (leukemic), untreated, H3K4me3 ChIP-Seq|leukemic cells	Bld@ NB-4
NB4|NB4 cells (leukemic), untreated, H3K4me1 ChIP-Seq|leukemic cells	Bld@ NB-4
NB4|NB4 cells (leukemic), untreated, p300 ChIP-Seq|leukemic cells	Bld@ NB-4
NB4|NB4 cells (leukemic), untreated, H2A.Zac ChIP-Seq|leukemic cells	Bld@ NB-4
NB4|NB4 cells (leukemic), untreated, H2A.Z ChIP-Seq|leukemic cells	Bld@ NB-4
AML patient cells (leukemic), untreated, NlaIII NA-Seq|leukemic cells|acute myeloid leukemia (AML)	Bld@ Leukemia, Myeloid
APL patient cells (leukemic), untreated, NlaIII NA-Seq|leukemic cells|acute promyelocytic leukemia (APL)	Bld@ Leukemia, Myeloid
primary epidermal keratinocytes; normal, human neonatal foreskin (origin: ATCCA ref. PCS-200-010)|primary epidermal keratinocyte	Epd@ Keratinocytes
CUTLL1|CUTLL1: H3K27me3 Chromatin IP|T lymphocyte|T lymphoblastic leukemia/lymphoma	Bld@ CUTLL1
CUTLL1|CUTLL1: H3K4me3 Chromatin IP|T lymphocyte|T lymphoblastic leukemia/lymphoma	Bld@ CUTLL1
CUTLL1|CUTLL1: H3K4me1 Chromatin IP|T lymphocyte|T lymphoblastic leukemia/lymphoma	Bld@ CUTLL1
CUTLL1|CUTLL1: ZNF143 Chromatin IP|T lymphocyte|T lymphoblastic leukemia/lymphoma	Bld@ CUTLL1
control input sample|umbilical vein endothelial cells	CDV@ HUVEC
CMK|CMK|human acute megakaryocytic leukemia cells, established from the peripheral blood of a 10-month-old boy with Down's syndrome and acute megakaryocytic leukemia (AML M7) at relapse in 1985 - DSMZ. (PMID: 3016165)	Bld@ CMK
Th1|Th1|primary human Th1 T cells|mesoderm	Bld@ Th1 Cells
H1-hESC|H1-hESC|Human Embryonic Stem Cells|embryonic stem cells	PSC@ hESC H1
HSMMtube|HSMMtube|Normal Human Skeletal Muscle Myotubes|mesoderm	Myo@ HSMM
Monocytes-CD14+|Monocytes-CD14+|Monocytes-CD14+ are CD14-positive cells from human leukapheresis product|Monocytic	Bld@ Monocytes-CD14+
Th2|Th2|Primary human Th2 T cells|mesoderm	Bld@ Th2 Cells
TKO2|TKO2_input|blood	Unc@ Unclassified
TKO2|TKO2_H3K36me2_rep2|blood	Unc@ Unclassified
TKO2|TKO2_H3K36me2_rep1|blood	Unc@ Unclassified
KMS11|KMS11_Input|blood	Bld@ KMS-11
KMS11|KMS11_H3K36me2_rep2|blood	Bld@ KMS-11
KMS11|KMS11_H3K36me2_rep1|blood	Bld@ KMS-11
Kasumi-1 input|Kasumi-1	Bld@ Kasumi-1
Peripheral blood MNC CD34+ from non-t(8;21) AML patient|Peripheral blood MNC CD34+	Bld@ CD34+
Kasumi-1|Kasumi-1	Bld@ Kasumi-1
Peripheral blood MNC CD34+ from non-t(8;21)AML patient|Peripheral blood MNC CD34+	Bld@ CD34+
Kasumi-1 control (without transfection)|Kasumi-1	Bld@ Kasumi-1
Kasumi-1 control|Kasumi-1	Bld@ Kasumi-1
MCF-7|MCF-7 breast cancer cells, untreated, p300 ChIP|breast cancer cells	Brs@ MCF-7
MCF-7|MCF-7 breast cancer cells, E2-treated, p300 ChIP|breast cancer cells	Brs@ MCF-7
MCF-7|MCF-7 breast cancer cells, untreated, GATA3 ChIP|breast cancer cells	Brs@ MCF-7
MCF-7|MCF-7 breast cancer cells, E2-treated, GATA3 ChIP|breast cancer cells	Brs@ MCF-7
VCaP|VCaP prostate cancer cells, 2hr DHT treated, EZH2 ChIP DNA|prostate cancer cells	Prs@ VCaP
VCaP|VCaP prostate cancer cells, 2hr ETOH treated, EZH2 ChIP DNA|prostate cancer cells	Prs@ VCaP
VCaP|VCaP prostate cancer cells, 2hr DHT treated, HDAC3 ChIP DNA|prostate cancer cells	Prs@ VCaP
VCaP|VCaP prostate cancer cells, 2hr ETOH treated, HDAC3 ChIP DNA|prostate cancer cells	Prs@ VCaP
VCaP|VCaP prostate cancer cells, 2hr DHT treated, HDAC2 ChIP DNA|prostate cancer cells	Prs@ VCaP
VCaP|VCaP prostate cancer cells, 2hr ETOH treated, HDAC2 ChIP DNA|prostate cancer cells	Prs@ VCaP
VCaP|VCaP prostate cancer cells, 2hr DHT treated, HDAC1 ChIP DNA|prostate cancer cells	Prs@ VCaP
VCaP|VCaP prostate cancer cells, 2hr ETOH treated, HDAC1 ChIP DNA|prostate cancer cells	Prs@ VCaP
VCaP|VCaP prostate cancer cells, 18hr DHT treated, ERG ChIP DNA|prostate cancer cells	Prs@ VCaP
VCaP|VCaP prostate cancer cells, 2hr DHT treated, ERG ChIP DNA|prostate cancer cells	Prs@ VCaP
VCaP|VCaP prostate cancer cells, 0hr treated, ERG ChIP DNA|prostate cancer cells	Prs@ VCaP
VCaP|VCaP prostate cancer cells, 18hr DHT treated, AR ChIP DNA|prostate cancer cells	Prs@ VCaP
VCaP|VCaP prostate cancer cells, 2hr DHT treated, AR ChIP DNA|prostate cancer cells	Prs@ VCaP
VCaP|VCaP prostate cancer cells, 0hr treated, AR ChIP DNA|prostate cancer cells	Prs@ VCaP
VCaP|VCaP prostate cancer cells, input|prostate cancer cells	Prs@ VCaP
NCC_NR2F1/2_input|Neural crest cells (hNCC) derived from H9 ESC	PSC@ hESC derived neural crests
NCC_NR2F2|Neural crest cells (hNCC) derived from H9 ESC	PSC@ hESC derived neural crests
NCC_NR2F1|Neural crest cells (hNCC) derived from H9 ESC	PSC@ hESC derived neural crests
NCC_FAIRE|Neural crest cells (hNCC) derived from H9 ESC	PSC@ hESC derived neural crests
NCC_H3K4me3|Neural crest cells (hNCC) derived from H9 ESC	PSC@ hESC derived neural crests
NCC_H3K4me1|Neural crest cells (hNCC) derived from H9 ESC	PSC@ hESC derived neural crests
NCC_H3K27ac|Neural crest cells (hNCC) derived from H9 ESC	PSC@ hESC derived neural crests
NCC_H3K27me3|Neural crest cells (hNCC) derived from H9 ESC	PSC@ hESC derived neural crests
NCC_input|Neural crest cells (hNCC) derived from H9 ESC	PSC@ hESC derived neural crests
NCC_p300|Neural crest cells (hNCC) derived from H9 ESC	PSC@ hESC derived neural crests
Primary Tissue|Fetal Muscle, Upper Limb Skeletal|UW|None	Myo@ Fetal muscle
Primary Tissue|Fetal Spleen|UW|None	Oth@ Spleen
Primary Cell|CD20 Primary Cells|None|CD20+	Bld@ CD20+
breast adenocarcinoma cell line|MCF7 cell line stably expressing HA ER E2F1 5'NLS MB mutant	Brs@ MCF-7
breast adenocarcinoma cell line|MCF7 cell line stably expressing HA ER E2F1N/C mutant	Brs@ MCF-7
HCC-1428/LTED cells|HCC-1428	Brs@ HCC1428
MCF-7/LTED cells|MCF-7	Brs@ MCF-7
Primary Cell|Mobilized CD34|none|CD34+	Bld@ CD34+
Primary Cell|Mobilized CD56 Primary Cells|None|CD56+	Bld@ CD56+
iPS DF 4.7 Cell Line|Cell Line|Derived from newborn foreskin fibroblast: Cat# CRL-2097TM, ATCC|None|Induced pluripotent stem cell	PSC@ iPS cells
iPS DF 6.9 Cell Line|Cell Line|Derived from newborn foreskin fibroblast: Cat# CRL-2097TM, ATCC|None|Induced pluripotent stem cell	PSC@ iPS cells
iPS DF 19.11 Cell Line|Cell Line|Derived from newborn foreskin fibroblast: Cat# CRL-2097TM, ATCC|None|Induced pluripotent stem cell	PSC@ iPS cells
iPS DF 19.7 Cell Line|Cell Line|Derived from newborn foreskin fibroblast: Cat# CRL-2097TM, ATCC|None|Induced pluripotent stem cell	PSC@ iPS cells
Primary Cell|Mobilized CD34 Primary Cells|None|CD34+	Bld@ CD34+
Hematopoietic Stem &amp; Progenitor Cells, H3K79me2 ChIP|CD133+ expanded umbilical cord blood (UCB) cells	Bld@ Hematopoietic Stem Cells
Hematopoietic Stem &amp; Progenitor Cells, H3K27me3 ChIP|CD133+ expanded umbilical cord blood (UCB) cells	Bld@ Hematopoietic Stem Cells
Hematopoietic Stem &amp; Progenitor Cells, input|CD133+ expanded umbilical cord blood (UCB) cells	Bld@ Hematopoietic Stem Cells
K562|Chromatin IP with NFYB Ab	Bld@ K-562
K562|Chromatin IP with NFYA Ab	Bld@ K-562
K562|Chromatin IP with PRAME serum	Bld@ K-562
K562|Chromatin IP with preimmune serum (control for PRAME ChIP)	Bld@ K-562
HMVEC-dBl-Ad|HMVEC-dBl-Ad|adult blood microvascular endothelial cells, dermal-derived|mesoderm	CDV@ HMVEC
Th1|Th1|primary human Th1 T cells	Bld@ Th1 Cells
GM06990|GM06990|lymphoblastoid (CEPH)|CEPH/Utah - European Caucasion; Epstein-Barr Virus	Bld@ GM06990
SK-N-SH_RA|SK-N-SH_RA|neuroblastoma cell line differentiated w/ retinoic acid|SK-N-MC was isolated in September of l971 and was found to have moderate dopamine - beta - hydroxylase activity as well as formaldehyde induced fluorescence indicative of intracellular catecholamines. - ATCC	Neu@ SK-N-SH
NHDF-Ad|NHDF-Ad|adult dermal fibroblasts|mesoderm	Epd@ NHDF
HAEpiC|HAEpiC|amniotic epithelial cells	Oth@ HAEpiC
NCCIT|NCCIT, H3Kac ChIP|embryonic carcinoma cells	PSC@ NCCIT
NCCIT|NCCIT, H3K79me3 ChIP|embryonic carcinoma cells	PSC@ NCCIT
NCCIT|NCCIT, H3K79me2 ChIP|embryonic carcinoma cells	PSC@ NCCIT
NCCIT|NCCIT, H3K79me1 ChIP|embryonic carcinoma cells	PSC@ NCCIT
NCCIT|NCCIT, H3K36me3 ChIP|embryonic carcinoma cells	PSC@ NCCIT
NCCIT|NCCIT, H3K4me3 ChIP|embryonic carcinoma cells	PSC@ NCCIT
NCCIT|NCCIT, H2BUb1 ChIP|embryonic carcinoma cells	PSC@ NCCIT
NCCIT|NCCIT, input|embryonic carcinoma cells	PSC@ NCCIT
JURL_MK1|Input, human CML cell line	Bld@ JURL-MK1
JURL_MK1|ChIPSeq, human CML cell line	Bld@ JURL-MK1
H9 hESC|EOMES ChIP fraction: early endoderm (hESC differentiated towards endodermal fate 48h)|early endoderm 48h	PSC@ hESC derived mesendodermal cells
H9 hESC|Input DNA: H9 human embryonic stem cell (hESC)|embryonic stem cell	PSC@ hESC H9
Jurkat|Jurkat T lymphoma cells with 25 ug/ml DRB treatment, pol II ChIP|T lymphoma cells	Bld@ Jurkat
Jurkat|Jurkat T lymphoma cells with 10 ug/ml DRB treatment, pol II ChIP|T lymphoma cells	Bld@ Jurkat
Jurkat|Jurkat T lymphoma cells with DMSO mock treatment, pol II ChIP|T lymphoma cells	Bld@ Jurkat
CD4+ T cells, control ChIP|CD4+ T cells	Bld@ CD4-Positive T-Lymphocytes
CD4+ T cells, YY1 ChIP|CD4+ T cells	Bld@ CD4-Positive T-Lymphocytes
CD4+ T cells, HMGN1 ChIP|CD4+ T cells	Bld@ CD4-Positive T-Lymphocytes
blood cells|HL-60 cells	Bld@ HL-60
GM18507|lymphoblastoid cells	Bld@ GM18507
Primary pro-erythroblasts derived ex vivo from CD34+ multipotential hematopoietic progenitors|Pro-erythroblasts	Bld@ CD34 Hematopoietic stem cells
Primary Tissue|fetal adrenal|UW|None	Oth@ Adrenal Glands
LN229 glioma cancer cells|Normal IgG ChIP	Neu@ LN-229
LN229 glioma cancer cells|Sox2 ChIP	Neu@ LN-229
HeLa S3|HeLa cell culture, input	Utr@ HeLa
HeLa S3|HeLa cell culture, p68 ChIP	Utr@ HeLa
APL pz74 (leukemic)|hematopoietic cell|leukemic	Bld@ Leukemia, Myeloid
CD34+ nr30 (normal)|hematopoietic cell|normal	Bld@ CD34 Hematopoietic stem cells
CD34+ nr29 (normal)|hematopoietic cell|normal	Bld@ CD34 Hematopoietic stem cells
DFB cells|DFB malignant melanoma cell line	Epd@ DFB
GIST|GIST48 Cells, ChIP fraction	Dig@ GIST-48
GIST|GIST48 Cells, input	Dig@ GIST-48
tissue - metastatic prostate cancer tissue - Chromatin IP against PolII	Prs@ Prosate cancer cells
tissue - metastatic prostate cancer tissue - Chromatin IP against H3K27me3	Prs@ Prosate cancer cells
tissue - metastatic prostate cancer tissue - Chromatin IP against H3K9me3	Prs@ Prosate cancer cells
tissue - metastatic prostate cancer tissue - Chromatin IP against H3K4me3	Prs@ Prosate cancer cells
tissue - metastatic prostate cancer tissue - Chromatin IP against ERG	Prs@ Prosate cancer cells
tissue - metastatic prostate cancer tissue - Chromatin IP against AR	Prs@ Prosate cancer cells
RWPE - GUS control stable cell line - Chromatin IP against ERG	Prs@ RWPE-1
RWPE - ERG overexpression stable cell lline - Chromatin IP against ERG	Prs@ RWPE-1
LNCaP - regular medium - Chromatin IP against ERG	Prs@ LNCAP
VCaP - regular medium - Chromatin IP against ERG	Prs@ VCaP
VCaP - R1881 - Chromatin IP against AR	Prs@ VCaP
VCaP - Ethanol - Chromatin IP against AR	Prs@ VCaP
LNCaP - R1881 - Chromatin IP against AR	Prs@ LNCAP
LNCaP - Ethanol - Chromatin IP against AR	Prs@ LNCAP
LnCaP - 1nm R - Chromatin IP against AR	Prs@ LNCAP
LnCaP - 10nm R - Chromatin IP against AR	Prs@ LNCAP
22RV1 - no treat - Chromatin IP against AR	Prs@ 22Rv1
VCaP - siERG - Chromatin IP against ERG	Prs@ VCaP
VCaP - siERG - Chromatin IP against AR	Prs@ VCaP
VCaP - NT - Chromatin IP against ERG	Prs@ VCaP
VCaP - NT - Chromatin IP against AR	Prs@ VCaP
LnCaP - regular medium - Chromatin IP against H3K36me3	Prs@ LNCAP
LnCaP - regular medium - Chromatin IP against H3K4me3	Prs@ LNCAP
LnCaP - regular medium - Chromatin IP against H3K9me3	Prs@ LNCAP
VCaP - regular medium - Chromatin IP against H3K36me3	Prs@ VCaP
VCaP - regular medium - Chromatin IP against Polll	Prs@ VCaP
VCaP - regular medium - Chromatin IP against Pan-H3	Prs@ VCaP
VCaP - regular medium - Chromatin IP against H3K27me3	Prs@ VCaP
VCaP - regular medium - Chromatin IP against H3K4me3	Prs@ VCaP
VCaP - R1881 - Chromatin IP against H3K4me3	Prs@ VCaP
GM10861|lymphoblastoid, GM10861, input|lymphoblastoid	Bld@ Lymphoblastoid cell lines
GM10855|lymphoblastoid, GM10855, input|lymphoblastoid	Bld@ Lymphoblastoid cell lines
LnCaP - regular medium - Chromatin IP against H3K4me2	Prs@ LNCAP
LnCaP - regular medium - Chromatin IP against H3K4me1	Prs@ LNCAP
LnCaP - regular medium - Chromatin IP against FoxA1	Prs@ LNCAP
VCaP - regular medium - Chromatin IP against H3K4me2	Prs@ VCaP
VCaP - regular medium - Chromatin IP against H3K4me1	Prs@ VCaP
VCaP - regular medium - Chromatin IP against FoxA1	Prs@ VCaP
VCaP - regular medium - Chromatin IP against Ace-H3	Prs@ VCaP
LnCaP - regular medium - Chromatin IP against Ace-H3	Prs@ LNCAP
VCaP - regular medium - Chromatin IP against H3K9me3	Prs@ VCaP
LnCaP - R1881 - Chromatin IP against Polll	Prs@ LNCAP
LnCaP - Ethanol - Chromatin IP against Polll	Prs@ LNCAP
LnCaP - R1881 - Chromatin IP against H3K27me3	Prs@ LNCAP
LnCaP - Ethanol - Chromatin IP against H3K27me3	Prs@ LNCAP
LnCaP - R1881 - Chromatin IP against H3K9me3	Prs@ LNCAP
LnCaP - Ethanol - Chromatin IP against H3K9me3	Prs@ LNCAP
VCaP - R1881 - Chromatin IP against Polll	Prs@ VCaP
VCaP - Ethanol - Chromatin IP against Polll	Prs@ VCaP
VCaP - R1881 - Chromatin IP against H3K27me3	Prs@ VCaP
VCaP - Ethanol - Chromatin IP against H3K27me3	Prs@ VCaP
